date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-02-05,9.66,9.72,9.58,9.52,53524.92,0.0,0.0,9.326,9.21,9.279,70232.28,94506.19,135489.19,0.78
2016-02-04,9.27,9.65,9.58,9.27,70865.4,0.26,2.79,9.202,9.19,9.312,78249.29,102995.86,143040.63,1.04
2016-02-03,9.15,9.4,9.32,9.1,67396.07,0.13,1.42,9.018,9.189,9.336,81529.27,120555.52,141962.66,0.99
2016-02-02,9.0,9.28,9.19,8.98,65033.29,0.23,2.57,8.972,9.214,9.413,97031.88,131536.58,149714.24,0.95
2016-02-01,9.01,9.15,8.96,8.89,94341.71,0.0,0.0,8.952,9.208,9.463,119135.7,140009.98,155697.67,1.38
2016-01-29,8.6,9.1,8.96,8.59,93609.96,0.3,3.46,9.094,9.173,9.522,118780.1,142862.0,156941.37,1.37
2016-01-28,8.9,9.27,8.66,8.51,87265.33,-0.43,-4.73,9.178,9.162,9.636,127742.43,146999.49,161610.13,1.28
2016-01-27,9.1,9.29,9.09,8.45,144909.09,0.0,0.0,9.36,9.239,9.763,159581.78,154007.72,164954.44,2.12
2016-01-26,9.55,9.93,9.09,9.06,175552.42,-0.58,-6.0,9.456,9.272,9.854,166041.29,158256.81,165852.17,2.57
2016-01-25,9.39,9.76,9.67,9.39,92563.72,0.29,3.09,9.464,9.325,9.928,160884.27,162472.82,169391.56,1.36
2016-01-22,9.59,9.76,9.38,9.13,138421.59,-0.19,-1.99,9.252,9.348,10.004,166943.9,176472.19,172061.12,2.03
2016-01-21,9.75,9.98,9.57,9.55,246462.06,0.0,0.0,9.146,9.433,10.092,166256.54,183085.41,173524.63,3.61
2016-01-20,9.13,9.89,9.57,9.1,177206.66,0.44,4.82,9.118,9.482,10.184,148433.67,163369.8,174438.6,2.6
2016-01-19,8.55,9.3,9.13,8.55,149767.3,0.52,6.04,9.088,9.611,10.278,150472.33,167891.9,175541.72,2.19
2016-01-18,8.65,8.9,8.61,8.55,122861.89,-0.24,-2.71,9.186,9.718,10.386,164061.37,171385.36,178715.36,1.8
2016-01-15,9.24,9.38,8.85,8.74,134984.8,-0.58,-6.15,9.444,9.871,10.513,186000.48,171020.73,181883.02,1.98
2016-01-14,9.05,9.59,9.43,8.72,157347.7,0.01,0.11,9.72,10.11,10.625,199914.27,176220.77,184205.06,2.31
2016-01-13,9.62,9.85,9.42,9.1,187399.97,-0.2,-2.08,9.846,10.287,10.687,178305.93,175901.15,183259.95,2.75
2016-01-12,9.94,10.09,9.62,9.16,217712.5,-0.28,-2.83,10.134,10.435,10.743,185311.48,173447.52,182323.53,3.19
2016-01-11,10.01,10.56,9.9,9.7,232557.41,-0.33,-3.23,10.25,10.531,10.778,178709.35,176310.3,179248.37,3.41
2016-01-08,10.36,10.55,10.23,9.6,204553.77,0.17,1.69,10.298,10.659,10.788,156040.98,167650.06,171075.76,3.0
