date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-02-05,12.73,12.73,12.3,12.3,71710.49,-0.28,-2.23,12.212,12.166,12.734,97848.61,108607.13,130256.37,1.79
2016-02-04,12.42,12.8,12.58,12.36,115942.99,0.16,1.29,12.122,12.246,12.899,106380.5,112659.39,137123.46,2.9
2016-02-03,12.0,12.42,12.42,11.81,97146.94,0.16,1.3,11.844,12.268,13.08,104704.07,115398.68,133753.6,2.43
2016-02-02,11.58,12.3,12.26,11.52,118367.92,0.76,6.61,11.798,12.398,13.358,110893.86,122358.55,142051.34,2.96
2016-02-01,11.6,11.9,11.5,11.12,86074.73,-0.35,-2.95,11.766,12.551,13.632,117658.75,127412.47,149789.49,2.15
2016-01-29,11.16,12.02,11.85,11.01,114369.92,0.66,5.9,12.12,12.721,14.015,119365.65,132223.7,155448.4,2.86
2016-01-28,11.91,12.13,11.19,11.01,107560.83,-1.0,-8.2,12.37,12.798,14.486,118938.28,135720.65,162588.12,2.69
2016-01-27,12.23,12.5,12.19,11.15,128095.9,0.09,0.74,12.692,13.043,14.993,126093.3,141408.41,182084.95,3.2
2016-01-26,13.0,13.56,12.1,11.99,152192.38,-1.17,-8.82,12.998,13.085,15.404,133823.23,141653.59,190990.61,3.81
2016-01-25,13.32,13.55,13.27,13.1,94609.24,0.17,1.3,13.336,13.225,15.727,137166.2,144746.92,195582.37,2.37
2016-01-22,13.1,13.28,13.1,12.4,112233.05,0.3,2.34,13.322,13.302,15.996,145081.74,151905.6,196893.08,2.81
2016-01-21,13.52,13.98,12.8,12.75,143335.91,-0.92,-6.71,13.226,13.552,16.268,152503.03,161587.53,197533.55,3.59
2016-01-20,13.65,14.26,13.72,13.5,166745.59,-0.07,-0.51,13.394,13.891,16.588,156723.52,152108.52,200378.91,4.17
2016-01-19,13.1,13.88,13.79,13.01,168907.19,0.59,4.47,13.172,14.318,16.879,149483.94,161744.13,202538.36,4.23
2016-01-18,12.13,13.59,13.2,12.13,134186.98,0.58,4.6,13.114,14.713,17.143,152327.64,172166.5,206660.64,3.36
