date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-02-05,4.63,4.65,4.57,4.55,123726.79,-0.04,-0.87,4.548,4.725,4.97,151819.04,237675.33,374779.47,1.25
2016-02-04,4.54,4.67,4.61,4.52,172305.19,0.09,1.99,4.578,4.797,5.042,160707.81,289070.02,399866.34,1.74
2016-02-03,4.51,4.56,4.52,4.38,136685.03,-0.06,-1.31,4.572,4.831,5.084,166547.02,323280.59,399770.84,1.38
2016-02-02,4.47,4.62,4.58,4.47,143018.12,0.12,2.69,4.66,4.869,5.161,203015.89,336085.49,418965.4,1.44
2016-02-01,4.69,4.73,4.46,4.3,183360.09,-0.25,-5.31,4.716,4.911,5.207,245865.55,350454.45,429075.78,1.85
2016-01-29,4.55,4.77,4.72,4.5,168170.64,0.14,3.06,4.902,4.948,5.249,323531.61,360912.3,428166.5,1.7
2016-01-28,4.81,4.97,4.58,4.57,201501.23,-0.38,-7.66,5.016,4.973,5.305,417432.23,389088.25,429100.68,2.04
2016-01-27,4.88,5.03,4.96,4.63,319029.38,0.1,2.06,5.09,5.061,5.372,480014.16,419999.52,429564.45,3.22
2016-01-26,5.21,5.26,4.86,4.85,357266.41,-0.53,-9.83,5.078,5.099,5.414,469155.08,437724.87,423121.64,3.61
2016-01-25,5.33,5.5,5.39,5.18,571690.38,0.1,1.89,5.106,5.165,5.456,455043.35,458748.38,417690.59,5.77
2016-01-22,5.17,5.45,5.29,5.12,637673.75,0.34,6.87,4.994,5.215,5.487,398292.98,511883.6,399069.43,6.44
2016-01-21,4.86,5.35,4.95,4.86,514410.88,0.06,1.23,4.93,5.286,5.519,360744.26,510662.67,380589.97,5.2
2016-01-20,4.93,5.0,4.9,4.81,264733.97,-0.1,-2.0,5.032,5.336,5.579,359984.88,476261.09,374167.99,2.67
2016-01-19,4.82,5.05,5.0,4.79,286707.78,0.17,3.52,5.12,5.452,5.646,406294.66,501845.31,377699.94,2.9
2016-01-18,4.73,4.95,4.83,4.71,287938.53,-0.13,-2.62,5.224,5.503,5.703,462453.41,507697.1,384320.58,2.91
2016-01-15,5.35,5.38,4.97,4.92,449930.16,-0.48,-8.81,5.436,5.549,5.76,625474.23,495420.71,385018.1,4.54
2016-01-14,4.98,5.65,5.46,4.85,510613.94,0.12,2.25,5.642,5.636,5.804,660581.07,469113.11,376120.65,5.16
2016-01-13,5.45,5.8,5.34,5.31,496282.91,-0.2,-3.61,5.64,5.682,5.817,592537.29,439129.38,360065.89,5.01
2016-01-12,5.68,5.88,5.52,5.29,567501.5,-0.36,-6.12,5.784,5.728,5.837,597395.96,408518.41,347004.33,5.73
2016-01-11,6.2,6.3,5.89,5.8,1103042.62,-0.11,-1.83,5.782,5.747,5.852,552940.8,376632.81,336712.95,11.14
2016-01-08,5.62,6.0,6.0,5.48,625464.38,0.55,10.09,5.662,5.758,5.834,365367.19,286255.26,290737.15,6.32
2016-01-07,6.08,6.08,5.45,5.45,170395.06,-0.61,-10.07,5.63,5.752,5.812,277645.14,250517.28,268867.88,1.72
2016-01-06,5.56,6.06,6.06,5.48,520576.25,0.55,9.98,5.724,5.821,5.818,285721.46,272074.9,267107.31,5.26
2016-01-05,5.1,5.6,5.51,5.02,345225.69,0.2,3.77,5.672,5.839,5.793,219640.85,253554.56,251527.21,3.49
2016-01-04,5.86,5.87,5.29,5.29,165174.56,-0.55,-9.42,5.712,5.903,5.811,200324.81,260944.06,241601.13,1.67
2015-12-31,5.91,6.02,5.84,5.81,186854.14,-0.08,-1.35,5.854,5.971,5.838,207143.32,274615.5,247066.38,1.89
2015-12-30,5.84,5.93,5.92,5.8,210776.66,0.12,2.07,5.874,5.972,5.843,223389.41,283128.19,253030.25,2.13
2015-12-29,5.69,5.85,5.8,5.65,190173.19,0.08,1.4,5.918,5.952,5.838,258428.33,281002.4,255058.47,1.92
2015-12-28,5.99,6.0,5.71,5.7,248645.52,-0.29,-4.83,6.006,5.945,5.833,287468.28,285490.26,255979.23,2.51
2015-12-25,5.94,6.06,6.0,5.89,199267.11,0.06,1.01,6.094,5.957,5.832,321563.31,296793.09,258764.21,2.01
2015-12-24,6.11,6.18,5.94,5.81,268084.59,-0.21,-3.42,6.088,5.909,5.823,342087.68,295219.04,269748.11,2.71
2015-12-23,6.19,6.28,6.14,6.06,385971.25,-0.1,-1.6,6.07,5.872,5.849,342866.96,287218.49,278930.81,3.9
2015-12-22,6.16,6.33,6.24,6.09,335372.91,0.08,1.3,5.986,5.814,5.862,303576.48,262139.72,272556.46,3.39
2015-12-21,5.93,6.24,6.15,5.91,419120.69,0.17,2.84,5.884,5.747,5.867,283512.25,249499.87,268165.35,4.23
2015-12-18,5.83,5.98,5.97,5.8,301888.94,0.12,2.05,5.82,5.718,5.876,272022.86,222258.2,262817.61,3.05
2015-12-17,5.74,5.93,5.85,5.73,271981.0,0.13,2.27,5.73,5.704,5.898,248350.4,219517.27,262956.16,2.75
2015-12-16,5.73,5.83,5.72,5.69,189518.84,0.0,0.0,5.674,5.714,5.926,231570.01,222932.32,257531.21,1.91
2015-12-15,5.76,5.81,5.73,5.66,235051.78,-0.11,-1.88,5.642,5.724,5.954,220702.96,229114.53,261731.72,2.37
2015-12-14,5.42,5.99,5.83,5.37,361673.75,0.31,5.62,5.61,5.72,5.989,215487.48,226468.2,270581.07,3.65
2015-12-11,5.58,5.62,5.52,5.37,183526.62,-0.05,-0.9,5.616,5.706,6.023,172493.54,220735.32,263353.15,1.85
2015-12-10,5.56,5.72,5.57,5.54,188079.08,0.02,0.36,5.678,5.737,6.067,190684.13,244277.19,273579.36,1.9
2015-12-09,5.57,5.64,5.56,5.51,135183.55,0.0,0.0,5.754,5.826,6.123,214294.62,270643.14,286888.38,1.37
2015-12-08,5.8,5.82,5.57,5.55,208974.41,-0.28,-4.79,5.806,5.909,6.191,237526.1,282973.2,306676.32,2.11
2015-12-07,5.84,5.89,5.86,5.82,146704.06,0.02,0.34,5.83,5.986,6.265,237448.91,286830.84,330262.36,1.48
2015-12-04,5.91,6.01,5.83,5.76,274479.56,-0.13,-2.18,5.796,6.033,6.311,268977.1,303377.02,352175.08,2.77
2015-12-03,5.86,6.08,5.95,5.82,306131.53,0.14,2.41,5.796,6.091,6.359,297870.24,306395.06,362727.87,3.09
2015-12-02,5.66,5.83,5.82,5.55,251340.95,0.13,2.29,5.898,6.137,6.4,326991.66,292130.1,386765.96,2.54
2015-12-01,5.63,5.8,5.69,5.56,208588.45,0.0,0.0,6.012,6.184,6.447,328420.3,294348.91,392241.4,2.11
2015-11-30,5.86,5.9,5.69,5.28,304345.03,-0.13,-2.23,6.142,6.258,6.488,336212.76,314693.94,390366.08,3.07
2015-11-27,6.4,6.41,5.83,5.81,418945.25,-0.63,-9.75,6.27,6.339,6.527,337776.93,305970.97,387581.81,4.23
2015-11-26,6.43,6.6,6.46,6.38,451738.62,0.07,1.09,6.386,6.396,6.561,314919.88,302881.53,379595.45,4.56
2015-11-25,6.34,6.4,6.39,6.26,258484.17,0.05,0.79,6.376,6.42,6.572,257268.54,303133.62,370281.43,2.61
