date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-02-05,7.3,7.62,7.39,7.21,130948.54,0.09,1.23,6.962,6.773,7.035,119526.92,126492.99,196738.0,2.1
2016-02-04,7.03,7.35,7.3,6.93,134059.11,0.31,4.43,6.746,6.754,7.099,119912.37,125876.18,218646.83,2.15
2016-02-03,6.73,7.13,6.99,6.62,119098.47,0.26,3.86,6.498,6.729,7.144,111950.87,127817.28,220889.36,1.91
2016-02-02,6.48,6.76,6.73,6.41,95459.52,0.33,5.16,6.394,6.755,7.25,122696.81,134156.03,259690.31,1.53
2016-02-01,6.3,6.73,6.4,6.21,118068.97,0.09,1.43,6.382,6.805,7.328,135502.7,143266.4,281019.95,1.9
2016-01-29,6.06,6.34,6.31,5.9,132875.77,0.25,4.12,6.584,6.853,7.41,133459.05,145369.77,294870.94,2.14
2016-01-28,6.21,6.46,6.06,6.0,94251.61,-0.41,-6.34,6.762,6.902,7.515,131839.98,152180.04,301851.32,1.51
2016-01-27,6.65,6.7,6.47,6.01,172828.16,-0.2,-3.0,6.96,7.017,7.631,143683.69,168118.98,311220.9,2.78
2016-01-26,7.33,7.35,6.67,6.67,159488.98,-0.74,-9.99,7.116,7.07,7.726,145615.25,185276.8,316624.02,2.56
2016-01-25,7.28,7.43,7.41,7.23,107850.74,0.21,2.92,7.228,7.177,7.801,151030.1,218050.47,328398.87,1.73
2016-01-22,7.15,7.25,7.2,6.83,124780.43,0.15,2.13,7.122,7.296,7.825,157280.49,266983.02,332331.0,2.01
2016-01-21,7.15,7.41,7.05,7.0,153470.16,-0.2,-2.76,7.042,7.444,7.852,172520.1,311417.49,333304.55,2.47
2016-01-20,7.24,7.54,7.25,7.14,182485.94,0.02,0.28,7.074,7.559,7.887,192554.27,313961.44,334384.58,2.93
2016-01-19,6.84,7.34,7.23,6.81,186563.22,0.35,5.09,7.024,7.745,7.922,224938.35,385224.6,339723.08,3.0
2016-01-18,6.53,7.08,6.88,6.53,139102.69,0.08,1.18,7.126,7.85,7.95,285070.85,418773.5,344785.08,2.24
2016-01-15,7.0,7.21,6.8,6.61,200978.48,-0.41,-5.69,7.47,7.966,7.991,376685.55,444372.1,362573.82,3.23
2016-01-14,6.72,7.38,7.21,6.4,253641.0,0.21,3.0,7.846,8.127,8.008,450314.88,451522.59,362684.2,4.08
2016-01-13,7.5,7.75,7.0,7.0,344406.38,-0.74,-9.56,8.044,8.244,7.999,435368.61,454322.82,354503.55,5.53
2016-01-12,8.5,8.74,7.74,7.74,487225.69,-0.86,-10.0,8.466,8.382,8.0,545510.85,447971.23,343949.74,7.83
2016-01-11,8.45,9.06,8.6,8.2,597176.19,-0.08,-0.92,8.574,8.424,7.958,552476.16,438747.26,325769.54,9.6
2016-01-08,8.24,8.83,8.68,7.5,569125.12,0.48,5.85,8.462,8.353,7.863,512058.65,397678.99,302981.0,9.15
2016-01-07,8.83,8.99,8.2,8.2,178909.67,-0.91,-9.99,8.408,8.259,7.777,452730.3,355191.62,282754.54,2.88
2016-01-06,8.2,9.11,9.11,8.15,895117.56,0.83,10.02,8.444,8.215,7.725,473277.03,354807.72,279712.17,14.38
2016-01-05,7.81,8.39,8.28,7.6,522052.25,0.24,2.98,8.298,8.099,7.628,350431.61,294221.56,244786.17,8.39
2016-01-04,8.37,8.8,8.04,8.0,395088.66,-0.37,-4.4,8.274,8.049,7.582,325018.36,270796.65,229904.31,6.35
2015-12-31,8.38,8.62,8.41,8.26,272483.38,0.03,0.36,8.244,8.015,7.533,283299.32,280775.54,217920.56,4.38
2015-12-30,8.37,8.69,8.38,8.21,281643.31,0.0,0.0,8.11,7.888,7.466,257652.93,273845.82,211866.95,4.53
2015-12-29,8.1,8.43,8.38,7.9,280890.47,0.22,2.7,7.986,7.753,7.389,236338.4,254684.28,205761.04,4.51
2015-12-28,7.89,8.59,8.16,7.78,394985.97,0.27,3.42,7.9,7.617,7.32,238011.51,239928.25,203942.57,6.35
2015-12-25,7.74,7.95,7.89,7.63,186493.47,0.15,1.94,7.824,7.491,7.255,216574.94,212791.83,196035.3,3.0
2015-12-24,7.72,7.87,7.74,7.58,144251.44,-0.02,-0.26,7.786,7.373,7.204,278251.77,208283.02,204377.68,2.32
2015-12-23,7.98,8.02,7.76,7.73,175070.66,-0.19,-2.39,7.666,7.294,7.193,290038.7,210317.46,207251.87,2.81
2015-12-22,7.87,8.09,7.95,7.67,289256.0,0.17,2.19,7.52,7.235,7.186,273030.17,204616.62,208769.94,4.65
2015-12-21,7.61,7.92,7.78,7.55,287803.12,0.08,1.04,7.334,7.157,7.169,241844.98,195350.78,206755.42,4.62
2015-12-18,7.11,7.85,7.7,7.08,494877.62,0.56,7.84,7.158,7.114,7.157,209008.72,189011.96,206336.57,7.95
2015-12-17,7.05,7.24,7.14,7.05,203186.12,0.11,1.56,6.96,7.05,7.165,138314.28,155065.58,194395.44,3.27
2015-12-16,7.04,7.15,7.03,7.01,90027.97,0.01,0.14,6.922,7.044,7.201,130596.21,149888.08,199198.52,1.45
2015-12-15,6.91,7.17,7.02,6.9,133330.09,0.12,1.74,6.95,7.025,7.239,136203.07,156837.8,220323.47,2.14
2015-12-14,6.52,6.93,6.9,6.52,123621.81,0.19,2.83,6.98,7.023,7.259,148856.57,167956.89,237422.65,1.99
2015-12-11,6.95,6.95,6.71,6.69,141405.39,-0.24,-3.45,7.07,7.018,7.278,169015.2,179278.77,249901.95,2.27
2015-12-10,7.19,7.19,6.95,6.9,164595.81,-0.22,-3.07,7.14,7.034,7.284,171816.89,200472.35,255687.3,2.65
2015-12-09,7.11,7.35,7.17,7.09,118062.25,0.0,0.0,7.166,7.092,7.291,169179.94,204186.27,265864.91,1.9
2015-12-08,7.34,7.49,7.17,7.04,196597.61,-0.18,-2.45,7.1,7.137,7.285,177472.52,212923.26,275023.91,3.16
2015-12-07,7.07,7.49,7.35,7.0,224414.95,0.29,4.11,7.066,7.18,7.271,187057.21,218160.06,294060.19,3.61
2015-12-04,7.03,7.14,7.06,6.97,155413.81,-0.02,-0.28,6.966,7.2,7.25,189542.33,223661.19,315009.55,2.5
2015-12-03,6.86,7.14,7.08,6.78,151411.06,0.24,3.51,6.928,7.28,7.211,229127.81,233725.3,324443.79,2.43
2015-12-02,6.98,7.02,6.84,6.65,159525.19,-0.16,-2.29,7.018,7.358,7.16,239192.61,248508.97,331822.05,2.56
2015-12-01,6.9,7.23,7.0,6.67,244521.06,0.15,2.19,7.174,7.452,7.119,248374.0,283809.15,336423.67,3.93
2015-11-30,6.83,7.06,6.85,6.28,236840.53,-0.02,-0.29,7.294,7.495,7.056,249262.9,306888.41,330996.21,3.81
2015-11-27,7.5,7.5,6.87,6.78,353341.19,-0.66,-8.77,7.434,7.538,7.004,257780.04,320525.13,335042.75,5.68
2015-11-26,7.59,7.71,7.53,7.45,201735.08,-0.09,-1.18,7.632,7.534,6.97,238322.79,310902.25,336477.07,3.24
2015-11-25,7.58,7.68,7.62,7.44,205432.12,0.02,0.26,7.698,7.49,6.889,257825.33,327543.54,341179.86,3.3
2015-11-24,7.51,7.86,7.6,7.5,248965.56,0.05,0.66,7.73,7.432,6.797,319244.3,337124.57,339789.54,4.0
2015-11-23,7.85,7.86,7.55,7.48,279426.25,-0.31,-3.94,7.696,7.362,6.707,364513.93,369960.32,337966.31,4.49
2015-11-20,7.91,8.1,7.86,7.8,256054.95,0.0,0.0,7.642,7.299,6.619,383270.22,406357.91,338865.17,4.11
2015-11-19,7.8,7.98,7.86,7.58,299247.78,0.08,1.03,7.436,7.142,6.52,383481.72,415162.28,337644.18,4.81
2015-11-18,7.43,8.15,7.78,7.37,512526.97,0.35,4.71,7.282,6.962,6.411,397261.74,415135.14,333411.94,8.24
2015-11-17,7.3,7.72,7.43,7.25,475313.72,0.15,2.06,7.134,6.785,6.299,355004.84,389038.19,326241.33,7.64
2015-11-16,6.7,7.36,7.28,6.58,373207.66,0.45,6.59,7.028,6.617,6.235,375406.7,355104.01,317523.84,6.0
2015-11-13,7.01,7.07,6.83,6.73,257112.45,-0.26,-3.67,6.956,6.47,6.176,429445.6,349560.37,321880.75,4.13
2015-11-12,7.14,7.21,7.09,6.88,368147.91,0.05,0.71,6.848,6.405,6.15,446842.84,362051.88,342125.48,5.92
