date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-02-05,23.31,23.61,23.08,23.07,38505.74,-0.03,-0.13,22.728,22.617,23.03,43999.39,57509.61,67431.93,0.61
2016-02-04,22.98,23.46,23.11,22.88,55640.81,0.33,1.45,22.584,22.639,23.106,51521.52,60345.45,74038.32,0.88
2016-02-03,22.5,22.9,22.78,22.21,36524.04,0.02,0.09,22.26,22.675,23.154,51398.12,62001.74,72344.8,0.58
2016-02-02,22.0,22.98,22.76,21.91,60674.32,0.85,3.88,22.104,22.776,23.342,65290.65,66783.78,74873.75,0.96
2016-02-01,22.35,22.48,21.91,21.73,28652.04,-0.45,-2.01,22.132,22.874,23.53,65894.82,67908.72,76017.73,0.45
2016-01-29,21.45,22.6,22.36,21.02,76116.39,0.87,4.05,22.506,22.974,23.742,71019.82,71047.77,77884.95,1.2
2016-01-28,22.02,22.1,21.49,21.2,55023.81,-0.51,-2.32,22.694,23.045,24.037,69169.39,71682.84,76134.96,0.87
2016-01-27,22.91,23.08,22.0,21.22,105986.71,-0.9,-3.93,23.09,23.29,24.397,72605.37,74363.25,76448.3,1.67
2016-01-26,23.51,23.67,22.9,22.44,63695.13,-0.88,-3.7,23.448,23.425,24.704,68276.91,71158.78,74201.04,1.0
2016-01-25,23.58,24.0,23.78,23.33,54277.07,0.48,2.06,23.616,23.485,24.95,69922.63,72400.81,78067.02,0.86
2016-01-22,23.8,23.99,23.3,22.8,66864.21,-0.17,-0.72,23.442,23.443,25.218,71075.72,77354.26,79814.02,1.05
2016-01-21,23.31,24.5,23.47,23.03,72203.71,-0.32,-1.34,23.396,23.572,25.516,74196.3,87731.19,82636.91,1.14
2016-01-20,23.6,24.18,23.79,23.52,84344.44,0.05,0.21,23.49,23.633,25.753,76121.14,82687.86,84722.07,1.33
2016-01-19,23.0,23.97,23.74,22.65,71923.71,0.83,3.62,23.402,23.907,26.014,74040.64,82963.71,85669.21,1.13
2016-01-18,22.5,23.29,22.91,22.46,60042.54,-0.16,-0.69,23.354,24.186,26.241,74878.99,84126.74,87087.3,0.95
2016-01-15,24.0,24.08,23.07,22.88,82467.08,-0.87,-3.63,23.444,24.51,26.507,83632.8,84722.13,89622.79,1.3
2016-01-14,22.95,24.1,23.94,22.8,81827.95,0.59,2.53,23.748,25.029,26.754,101266.08,80587.08,90218.72,1.29
2016-01-13,24.0,24.38,23.35,23.2,73941.94,-0.15,-0.64,23.776,25.503,26.929,89254.57,78533.35,89991.41,1.17
2016-01-12,23.67,24.19,23.5,23.05,76115.43,0.14,0.6,24.412,25.983,27.135,91886.77,77243.31,89303.02,1.2
2016-01-11,23.99,24.8,23.36,23.2,103811.61,-1.23,-5.0,25.018,26.414,27.35,93374.5,83733.22,89164.75,1.64
2016-01-08,23.3,25.25,24.59,23.22,170633.48,0.51,2.12,25.576,26.992,27.519,85811.46,82273.78,86962.68,2.69
2016-01-07,26.0,26.0,24.08,23.9,21770.38,-2.45,-9.23,26.31,27.459,27.624,59908.08,77542.63,80582.34,0.34
2016-01-06,26.55,26.8,26.53,25.7,87102.97,0.0,0.0,27.23,27.873,27.766,67812.14,86756.27,82696.54,1.37
2016-01-05,25.3,27.51,26.53,25.3,83554.05,0.38,1.45,27.554,28.121,27.797,62599.85,88374.7,82783.44,1.32
2016-01-04,28.35,28.46,26.15,26.01,65996.4,-2.11,-7.47,27.81,28.296,27.831,74091.95,90047.86,81844.08,1.04
2015-12-31,28.76,28.8,28.26,28.17,41116.58,-0.42,-1.46,28.408,28.503,27.897,78736.1,94523.45,81106.59,0.65
2015-12-30,28.1,28.98,28.68,28.0,61290.7,0.53,1.88,28.608,28.478,27.889,95177.18,99850.36,83379.49,0.97
2015-12-29,27.8,29.0,28.15,27.8,61041.5,0.34,1.22,28.516,28.355,27.849,105700.41,101449.46,83601.14,0.96
2015-12-28,29.1,29.19,27.81,27.8,141014.56,-1.33,-4.56,28.688,28.286,27.832,114149.56,101362.73,84075.87,2.22
