date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-02-05,19.32,19.7,19.09,18.56,106736.77,-0.15,-0.78,18.79,18.621,18.846,96788.03,114115.37,130519.84,0.61
2016-02-04,18.94,19.55,19.24,18.94,89168.33,0.32,1.69,18.632,18.627,18.957,97719.54,115677.98,134332.45,0.51
2016-02-03,18.37,19.17,18.92,18.15,95195.36,0.22,1.18,18.288,18.53,19.07,99062.37,119379.08,131517.77,0.54
2016-02-02,18.02,19.15,18.7,18.0,106225.67,0.74,4.12,18.262,18.595,19.313,110852.51,125524.84,132939.17,0.6
2016-02-01,18.3,18.55,18.0,17.58,86614.04,-0.3,-1.64,18.142,18.723,19.553,121429.66,132701.39,136431.62,0.49
2016-01-29,17.5,18.6,18.3,17.49,111394.31,0.77,4.39,18.452,18.858,19.8,131442.7,135580.3,138415.4,0.63
2016-01-28,18.28,18.6,17.52,17.5,95882.46,-1.28,-6.81,18.622,18.933,20.118,133636.42,143598.69,137510.37,0.55
2016-01-27,18.16,19.4,18.79,16.6,154146.06,0.71,3.93,18.772,19.101,20.492,139695.79,148470.4,139938.61,0.88
2016-01-26,19.2,19.76,18.1,17.92,159111.41,-1.43,-7.32,18.928,19.018,20.75,140197.16,146767.24,135931.41,0.9
2016-01-25,19.25,19.98,19.55,18.91,136679.28,0.44,2.3,19.304,19.099,21.047,143973.12,144677.25,132590.75,0.78
2016-01-22,18.5,19.38,19.15,18.02,122362.87,0.85,4.64,19.264,19.07,21.319,139717.89,146924.31,128715.0,0.7
2016-01-21,19.25,19.48,18.27,18.27,126179.32,-1.31,-6.69,19.244,19.286,21.602,153560.96,152986.91,127223.32,0.72
2016-01-20,19.76,20.29,19.57,19.5,156652.94,-0.41,-2.05,19.43,19.61,21.953,157245.01,143656.46,129546.93,0.89
2016-01-19,19.22,20.75,19.98,18.7,177991.19,0.62,3.2,19.108,20.031,22.279,153337.31,140353.51,136278.9,1.01
2016-01-18,18.46,19.54,19.35,18.27,115403.12,0.29,1.52,18.894,20.382,22.51,145381.39,140161.85,134408.08,0.66
2016-01-15,19.25,20.2,19.05,18.69,191578.22,-0.14,-0.73,18.876,20.742,22.76,154130.72,141250.51,134589.56,1.09
2016-01-14,17.41,19.44,19.2,17.27,144599.59,1.24,6.9,19.328,21.302,23.028,152412.87,131422.04,130395.61,0.82
2016-01-13,18.9,19.04,17.96,17.8,137114.45,-0.94,-4.97,19.79,21.882,23.263,130067.91,131406.83,127065.67,0.78
2016-01-12,19.28,19.68,18.91,17.75,138211.55,-0.37,-1.92,20.954,22.482,23.563,127369.7,125095.59,124656.7,0.79
2016-01-11,21.0,21.28,19.26,19.15,159149.81,-2.02,-9.49,21.87,22.995,23.812,134942.32,120504.25,123940.33,0.9
2016-01-08,22.18,22.99,21.31,20.05,182988.94,-0.44,-2.02,22.608,23.568,24.013,128370.3,110505.69,121328.08,1.04
2016-01-07,23.2,23.48,21.51,21.5,32874.82,-2.24,-9.43,23.276,23.917,24.103,110431.22,101459.73,118377.68,0.19
