date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-02-05,6.3,6.31,6.2,6.18,110851.21,-0.09,-1.43,6.17,6.194,6.549,125041.13,141067.81,155926.54,0.67
2016-02-04,6.19,6.33,6.3,6.19,142145.98,0.12,1.94,6.154,6.247,6.617,134713.7,141415.82,165744.45,0.85
2016-02-03,6.12,6.19,6.18,6.06,103639.16,-0.02,-0.32,6.062,6.278,6.667,133841.4,143670.86,161095.7,0.62
2016-02-02,6.02,6.22,6.2,6.0,148737.56,0.23,3.85,6.046,6.349,6.762,152571.35,150946.13,167583.3,0.89
2016-02-01,6.1,6.13,5.97,5.92,119831.76,-0.13,-2.13,6.048,6.431,6.842,161949.6,158251.82,172254.22,0.72
2016-01-29,5.85,6.19,6.12,5.85,159214.02,0.27,4.62,6.218,6.513,6.938,157094.48,157976.48,178434.21,0.96
2016-01-28,6.06,6.13,5.84,5.82,137784.52,-0.26,-4.26,6.34,6.58,7.066,148117.94,158490.57,179495.65,0.83
2016-01-27,6.22,6.26,6.1,5.9,197288.91,-0.1,-1.61,6.494,6.709,7.21,153500.31,165628.08,180042.54,1.18
2016-01-26,6.75,6.75,6.21,6.15,195628.77,-0.6,-8.81,6.652,6.796,7.341,149320.91,158989.64,177660.88,1.17
2016-01-25,6.82,6.89,6.82,6.75,95556.2,0.09,1.34,6.814,6.885,7.461,154554.05,154735.46,180880.88,0.57
2016-01-22,6.68,6.79,6.73,6.55,114331.3,0.13,1.97,6.808,6.904,7.567,158858.48,170785.28,187627.53,0.69
2016-01-21,6.81,6.95,6.61,6.58,164696.38,-0.27,-3.92,6.82,6.986,7.669,168863.2,190073.07,191131.36,0.99
2016-01-20,6.99,7.04,6.89,6.84,176391.88,-0.11,-1.57,6.924,7.056,7.781,177755.85,178520.53,202734.64,1.06
2016-01-19,6.8,7.05,7.02,6.78,221794.47,0.23,3.39,6.94,7.174,7.887,168658.37,184220.47,214871.76,1.33
2016-01-18,6.66,6.93,6.79,6.57,117078.35,0.02,0.29,6.956,7.252,7.979,154916.88,186256.62,226338.81,0.7
2016-01-15,7.05,7.12,6.79,6.7,164354.91,-0.33,-4.63,7.0,7.363,8.068,182712.08,198891.94,240139.72,0.99
2016-01-14,6.75,7.16,7.13,6.7,209159.66,0.15,2.15,7.152,7.552,8.151,211282.95,200500.73,245942.07,1.25
2016-01-13,7.17,7.26,6.97,6.97,130904.46,-0.13,-1.83,7.188,7.71,8.207,179285.21,194456.99,243691.31,0.79
2016-01-12,7.06,7.21,7.1,6.99,153087.03,0.09,1.28,7.408,7.886,8.273,199782.56,196332.12,245631.42,0.92
2016-01-11,7.38,7.53,7.01,6.95,256054.33,-0.53,-7.03,7.548,8.036,8.332,217596.37,207026.3,247887.97,1.54
2016-01-08,7.51,7.7,7.55,7.29,307209.25,0.2,2.72,7.726,8.229,8.382,215071.8,204469.78,243834.46,1.84
2016-01-07,7.95,7.95,7.31,7.3,49171.0,-0.75,-9.3,7.952,8.351,8.412,189718.52,192189.64,236263.38,0.3
2016-01-06,7.81,8.1,8.07,7.81,233391.19,0.28,3.59,8.232,8.506,8.457,209628.76,226948.75,241941.08,1.4
2016-01-05,7.54,7.98,7.8,7.52,242156.06,-0.1,-1.27,8.364,8.599,8.468,192881.69,245523.05,244416.57,1.45
2016-01-04,8.66,8.66,7.9,7.88,243431.52,-0.78,-8.99,8.524,8.705,8.512,196456.23,266421.01,245794.96,1.46
2015-12-31,8.76,8.85,8.68,8.67,180442.84,-0.03,-0.34,8.732,8.772,8.539,193867.76,281387.5,246859.94,1.08
2015-12-30,8.71,8.77,8.71,8.6,148722.2,-0.02,-0.23,8.75,8.749,8.538,194660.76,291383.41,251089.89,0.89
2015-12-29,8.61,8.75,8.73,8.51,149655.81,0.14,1.63,8.78,8.704,8.532,244268.74,292925.62,259742.45,0.9
2015-12-28,8.98,9.01,8.6,8.57,260028.8,-0.35,-3.91,8.834,8.659,8.512,298164.41,294930.71,264324.12,1.56
2015-12-25,8.7,8.96,8.94,8.7,230489.14,0.19,2.17,8.886,8.628,8.493,336385.78,288749.64,269656.84,1.38
2015-12-24,8.86,8.86,8.77,8.66,184407.84,-0.08,-0.9,8.812,8.535,8.46,368907.24,283199.14,278497.8,1.11
2015-12-23,9.01,9.15,8.86,8.75,396762.09,-0.13,-1.45,8.748,8.472,8.474,388106.07,280337.11,285917.51,2.38
2015-12-22,8.87,9.04,9.0,8.8,419134.19,0.14,1.58,8.628,8.407,8.482,341582.51,256933.41,280113.6,2.51
2015-12-21,8.5,8.97,8.86,8.5,451135.62,0.29,3.38,8.484,8.337,8.483,291697.01,243310.1,271159.0,2.71
2015-12-18,8.41,8.77,8.57,8.38,393096.44,0.14,1.66,8.37,8.319,8.496,241113.5,225168.91,265338.01,2.36
2015-12-17,8.3,8.45,8.45,8.29,280402.0,0.19,2.3,8.258,8.306,8.517,197491.04,212332.39,262646.6,1.68
2015-12-16,8.29,8.35,8.26,8.21,164144.31,-0.01,-0.12,8.196,8.326,8.546,172568.15,210796.36,261385.89,0.98
