1994-05-09,8000万股
1994-06-21,8600万股
1995-10-13,9220万股
1995-11-03,10651.3067万股
1996-09-02,11716.44万股
1998-12-31,11716.44万股
2000-08-03,11716.4373万股
2006-04-19,11716.4373万股
2006-12-31,11716.4373万股
2007-04-19,11716.4373万股
2007-08-15,11716.4373万股
2008-01-02,24716.4373万股
2008-03-18,24716.4373万股
2008-05-09,37074.656万股
2009-01-20,37074.656万股
2009-05-04,37074.6559万股
2009-05-06,37074.6559万股
2009-06-30,37074.6559万股
2009-07-31,37074.6559万股
2009-08-04,37074.6559万股
2009-11-03,37074.6559万股
2009-12-31,37074.6559万股
2010-11-03,37074.6559万股
2010-11-05,37074.6559万股
2010-12-27,37074.6559万股
2011-04-08,63026.915万股
2011-04-18,63026.915万股
2011-04-19,63026.915万股
2012-06-30,63026.915万股
2012-12-31,63026.915万股
2013-12-31,63026.915万股
2014-09-25,85948.2633万股
2014-12-31,85948.2633万股
2015-06-30,85948.2633万股
2015-09-23,85948.2633万股
2015-09-25,85948.2633万股
