1996-08-19,6200万股
1997-04-23,8060万股
1998-04-27,12896万股
1998-10-27,13754万股
1998-11-03,13754万股
1999-08-06,13754万股
2000-06-08,24757.2万股
2003-11-24,27691.56万股
2004-07-14,49844.808万股
2004-12-31,49844.808万股
2006-01-24,49844.808万股
2007-01-24,49844.808万股
2007-05-23,89720.6544万股
2007-07-31,89720.6544万股
2008-01-24,89720.6544万股
2008-12-10,90048.5544万股
2009-05-18,90048.5544万股
2009-06-22,90185.2544万股
2010-06-22,90371.0544万股
2010-11-15,90944.6544万股
2011-06-30,136416.9816万股
2011-07-04,136416.9816万股
2011-09-14,136470.9816万股
2014-07-07,142970.9816万股
2015-03-20,152970.9816万股
