1996-09-09,9282.7万股
1996-09-26,12483.7万股
1997-05-13,22470.631万股
1999-09-20,22470.631万股
2000-05-08,26964.7572万股
2001-06-30,26964.7572万股
2002-12-26,30011.0052万股
2003-04-25,48017.6083万股
2006-09-22,48017.6083万股
2007-06-30,48017.6083万股
2007-09-27,48017.6083万股
2008-01-02,48017.6083万股
2008-06-30,48017.6083万股
2009-10-19,48017.6083万股
2010-12-31,48017.6083万股
2011-06-30,48017.6083万股
2013-05-03,64944.2997万股
2013-11-25,116899.7394万股
2014-03-07,120101.9394万股
2014-05-05,120101.9394万股
2014-09-19,120284.4594万股
2014-10-16,120284.4594万股
2015-06-30,120284.4594万股
