2004-06-02,8402万股
2004-06-25,11402万股
2005-08-19,11402万股
2005-10-19,17103万股
2006-06-23,34206万股
2007-05-17,34206万股
2007-12-31,34206万股
2008-12-31,34206万股
2009-08-19,34206万股
2010-02-24,37228万股
2010-05-07,37228万股
2010-05-14,48396.4万股
2010-06-30,48396.4万股
2010-10-18,72594.6万股
2011-02-18,72594.6万股
2011-02-24,72594.6万股
2011-06-30,72594.6万股
2011-12-31,72594.6万股
2012-06-30,72594.6万股
2012-12-31,72594.6万股
2013-06-30,72594.6万股
2013-12-30,72594.6万股
2014-05-09,72594.6万股
2014-05-16,108891.9万股
2014-12-31,108891.9万股
2015-11-10,108891.9万股
