2004-04-12,7000万股
2004-04-27,9400万股
2005-05-19,12220万股
2006-04-24,18330万股
2006-05-19,18330万股
2007-04-20,32994万股
2007-09-14,34925.43万股
2008-05-09,41910.516万股
2008-05-19,41910.516万股
2008-09-16,41910.516万股
2009-04-24,46101.5676万股
2009-05-22,46101.5676万股
2010-05-21,46101.5676万股
2010-06-07,50711.7243万股
2010-09-30,50711.7243万股
2010-10-29,50486.2243万股
2011-07-27,50486.2243万股
2011-09-05,54389.6246万股
2011-12-07,54373.9496万股
2011-12-31,54373.9496万股
2012-02-23,54299.6996万股
2012-06-13,65174.4895万股
2012-06-30,65174.4895万股
2012-07-11,64827.9106万股
2012-07-27,64827.9106万股
2012-09-05,64827.9106万股
2013-07-02,64603.4068万股
2014-06-25,64289.8348万股
2014-09-02,64142.2909万股
2014-12-02,64132.3885万股
2015-07-10,64560.3885万股
2015-07-24,64172.5496万股
2016-01-08,64167.5496万股
2016-01-18,64182.5496万股
2016-05-12,89855.5694万股
