1998-09-22,12000万股
1998-12-03,16000万股
1999-06-04,16000万股
1999-09-29,28000万股
2001-02-23,30100万股
2006-12-13,30100万股
2006-12-22,96320万股
2007-03-30,31462.928万股
2008-06-30,31462.928万股
2009-02-13,35462.928万股
2009-06-08,35462.928万股
2009-06-12,42555.5136万股
2010-02-25,42555.5136万股
2010-06-28,42555.5136万股
2011-05-13,59577.719万股
2011-12-30,59577.735万股
2012-03-30,59577.7484万股
2012-06-30,59577.7484万股
2012-09-28,59577.7562万股
2012-12-31,59577.7562万股
2013-06-27,59577.8744万股
2013-06-28,107240.1739万股
2013-12-31,107938.5565万股
2014-03-31,108442.6766万股
2014-06-30,110133.9076万股
2014-07-31,111549.307万股
2014-12-31,111549.307万股
2015-06-30,111549.307万股
2016-03-31,111549.307万股
2016-05-03,121469.5095万股
