2010-03-15,8400万股
2010-04-30,11200万股
2010-06-30,11200万股
2010-07-30,11200万股
2011-05-04,11200万股
2011-05-27,22400万股
2012-02-08,22400万股
2012-02-10,22400万股
2012-05-04,22400万股
2012-05-11,33600万股
2012-12-31,33600万股
2013-03-05,33600万股
2013-03-08,33600万股
2013-05-07,33600万股
2013-06-17,33895.6768万股
2013-06-30,33895.6768万股
2013-09-30,34019.1882万股
2013-12-31,34046.0084万股
2014-02-28,34120.94万股
2014-03-31,34173.527万股
2014-05-14,34200.681万股
2014-05-21,68246.6894万股
2014-06-30,68306.4298万股
2014-09-30,68806.2093万股
2014-12-31,68883.4305万股
2015-03-31,68889.6931万股
2015-06-30,68889.6931万股
2015-09-10,68889.6931万股
2015-09-18,137779.3862万股
2015-12-31,137779.3862万股
2016-03-31,137779.3862万股
