1999-07-23,15868万股
1999-08-31,22868万股
1999-11-01,22868万股
2002-06-18,25000万股
2004-02-16,25000万股
2005-09-09,50000万股
2006-01-10,50000万股
2007-01-10,50000万股
2008-12-31,50000万股
2009-02-19,50000万股
2009-06-12,50000万股
2009-06-19,75000万股
2009-06-30,75000万股
2009-12-31,75000万股
2010-05-26,105000万股
2010-06-30,105000万股
2010-12-31,105000万股
2011-05-27,168000万股
2011-06-30,168000万股
2011-12-31,168000万股
2012-07-31,190050万股
2012-12-31,190050万股
2013-06-30,190050万股
2013-07-31,190050万股
2013-08-09,190050万股
2013-12-31,190050万股
2014-06-30,190050万股
2014-12-31,190050万股
