1995-11-15,5000万股
1996-06-19,6500万股
1997-04-25,7232.225万股
1999-07-28,7232.225万股
1999-09-09,13018.005万股
2000-12-08,13018.005万股
2002-12-04,13018.005万股
2004-04-09,18225.207万股
2006-01-18,18225.207万股
2007-01-18,18225.207万股
2007-02-13,18225.207万股
2007-09-17,18225.207万股
2007-11-26,20204.8638万股
2008-03-10,20404.8638万股
2008-04-03,20404.8638万股
2008-05-19,36728.7548万股
2008-12-31,36728.7548万股
2009-01-08,36728.7548万股
2009-03-30,37528.7548万股
2009-08-12,37528.7548万股
2009-12-31,37528.7548万股
2010-05-10,60046.0077万股
2010-05-19,61582.0077万股
2011-05-12,62516.7802万股
2011-06-30,62516.7802万股
2011-11-14,62798.0077万股
2013-10-29,68333.2557万股
2014-04-01,109333.2092万股
2014-10-29,109333.2092万股
2015-07-07,109333.2092万股
2016-01-07,109333.2092万股
