1996-11-26,5604.995万股
1998-02-25,7286.4935万股
1999-06-30,7286.4935万股
1999-12-31,7286.4935万股
2000-12-31,7286.4935万股
2001-12-31,7286.4935万股
2004-12-31,7286.4935万股
2006-09-26,7286.4935万股
2007-09-26,7286.4935万股
2008-09-26,7286.4935万股
2008-12-31,7286.4935万股
2009-09-29,7286.4935万股
2011-01-24,12554.8556万股
2011-06-30,12554.8556万股
2012-06-15,18832.2834万股
2013-06-30,18832.2834万股
2013-11-19,18832.2834万股
2014-04-03,18832.2834万股
2014-08-18,18832.2834万股
2015-04-27,37664.5668万股
2015-12-11,37664.5668万股
2016-02-05,45453.0468万股
