2011-05-27,3830万股
2011-07-19,5110万股
2011-10-19,5110万股
2012-05-31,9198万股
2012-07-19,9198万股
2013-05-31,11957.4万股
2014-03-31,11957.4万股
2014-06-04,20327.58万股
2014-06-26,20558.9228万股
2014-06-30,20558.9228万股
2014-07-21,20558.9228万股
2015-03-31,20558.9228万股
2015-04-29,26726.5996万股
2015-06-16,26766.0746万股
2015-06-26,26978.395万股
2015-09-30,26978.395万股
2015-11-20,26987.014万股
2015-12-31,26987.014万股
2016-01-15,26987.014万股
2016-02-05,30367.014万股
2016-03-31,30367.014万股
2016-05-09,54660.6252万股
