1998-10-28,32718.75万股
1998-12-28,32718.75万股
2000-04-28,49078.125万股
2001-09-17,49078.125万股
2002-07-15,63801.5625万股
2002-12-31,63801.5625万股
2006-03-09,63801.5625万股
2006-09-26,95702.3438万股
2007-03-09,95702.3438万股
2007-05-21,95702.3438万股
2008-03-10,95702.3438万股
2009-03-18,95702.3438万股
2009-06-30,95702.3438万股
2009-09-29,95702.3438万股
2009-12-31,95702.3438万股
2010-04-08,95702.3438万股
2011-05-13,109462.9454万股
2011-06-08,109462.9454万股
2011-06-13,109462.9454万股
2012-05-14,109462.9454万股
2012-06-04,142301.829万股
2014-05-14,142301.829万股
2015-10-12,143755.3885万股
