1998-06-08,5577万股
1998-09-28,11077万股
1999-03-29,11077万股
2000-04-27,13292.4万股
2001-03-08,21267.84万股
2002-06-05,23247.84万股
2006-02-06,23247.84万股
2007-02-07,23247.84万股
2007-12-31,23247.84万股
2008-05-20,34871.76万股
2008-10-06,34871.76万股
2008-12-31,34871.76万股
2010-02-05,34871.76万股
2010-02-10,34871.76万股
2010-06-30,34871.76万股
2011-12-31,34871.76万股
2012-12-31,34871.76万股
2013-12-31,34871.76万股
2014-06-30,34871.76万股
2014-09-15,62189.4519万股
2014-10-09,69337.091万股
2014-12-31,69337.091万股
2015-06-30,69337.091万股
2015-09-14,69337.091万股
2015-09-15,69337.091万股
2015-09-29,69337.091万股
2015-10-09,69337.091万股
