2010-06-04,16000万股
2010-08-25,21360万股
2010-11-25,21360万股
2011-06-30,21360万股
2011-08-25,21360万股
2011-09-30,21360万股
2012-02-29,21836.35万股
2012-09-24,21836.35万股
2012-12-27,21831.35万股
2013-01-11,21831.35万股
2013-05-16,43662.7万股
2013-08-26,43662.7万股
2013-10-22,43350.249万股
2013-12-31,44835.149万股
2014-03-31,44835.149万股
2014-05-07,67252.7235万股
2015-01-16,67252.7235万股
2015-03-31,67252.7235万股
2015-04-16,67219.9035万股
2015-06-16,66487.0335万股
2015-06-30,66487.0335万股
2015-09-30,66487.0335万股
2016-03-31,66487.0335万股
2016-04-15,66487.0335万股
