2004-07-07,6816万股
2004-07-21,9316万股
2005-06-03,18632万股
2005-08-11,18632万股
2005-10-17,33537.6万股
2006-06-23,36037.6万股
2006-08-11,36037.6万股
2006-09-21,72075.2万股
2007-04-06,144150.4万股
2007-06-21,144150.4万股
2007-08-13,144150.4万股
2008-05-23,149550.4万股
2008-08-11,149550.4万股
2008-09-26,299100.8万股
2008-12-31,299100.8万股
2009-04-10,448651.2万股
2009-05-22,448651.2万股
2009-12-31,466414.1244万股
2010-04-16,699621.1866万股
2010-08-11,699621.1866万股
2010-12-31,699621.1866万股
2011-12-31,699621.1866万股
2012-06-30,699621.1866万股
2012-07-10,738304.315万股
2012-12-31,738304.315万股
2013-12-31,738304.315万股
2014-06-30,738304.315万股
2014-10-09,738304.315万股
2014-12-31,738304.315万股
2015-07-07,738304.315万股
2015-07-10,738304.315万股
