1993-08-06,5863万股
1993-09-24,7863.19万股
1994-06-09,7863.19万股
1995-10-04,11794.785万股
1995-11-13,14153.742万股
1996-07-04,15569.1162万股
1997-03-28,19772.7776万股
1997-04-16,29659.1664万股
1998-06-10,32625.0831万股
1998-10-08,38747.0501万股
2000-07-03,58121.2581万股
2000-09-04,58121.2581万股
2002-05-23,69745.5097万股
2005-12-19,69745.5097万股
2006-12-19,69745.5097万股
2007-04-10,90669.1627万股
2008-03-18,108802.9952万股
2008-12-19,108802.9952万股
2009-12-21,108802.9952万股
2010-04-16,141443.8938万股
2010-12-23,141443.8938万股
2012-05-22,155588.2832万股
2014-06-18,186705.9398万股
