1992-07-24,10188.5万股
1993-11-18,12860万股
1996-05-16,12860万股
1996-09-19,16718万股
1997-06-06,20061.6万股
1998-08-10,24073.92万股
1999-05-18,24073.92万股
1999-10-22,31296.096万股
2000-01-05,33542.496万股
2000-09-08,50313.744万股
2001-04-19,50313.744万股
2001-12-21,65313.744万股
2002-12-23,65313.744万股
2003-02-21,65313.744万股
2004-05-18,97970.616万股
2004-12-31,97970.616万股
2008-06-30,27433.5027万股
2008-08-15,27433.5027万股
2009-12-31,27433.5027万股
2012-05-25,105216.314万股
2012-08-30,152247.0267万股
2013-09-02,152247.0267万股
2013-11-08,152247.0267万股
2014-03-19,186634.9221万股
2014-06-30,186634.9221万股
2014-12-29,373269.8442万股
2015-03-19,373269.8442万股
2015-08-31,373269.8442万股
2015-12-02,430826.6513万股
2015-12-14,448816.2883万股
