1996-09-17,4500万股
1996-10-10,5700万股
1997-05-14,7410万股
1997-11-05,11115万股
1998-11-06,12960.6749万股
1999-10-11,12960.6749万股
2000-06-30,12960.6749万股
2001-06-30,12960.6749万股
2005-04-22,12960.6749万股
2007-01-29,14904.7761万股
2008-01-29,14904.7761万股
2008-04-25,29809.5522万股
2008-12-31,29809.5522万股
2009-02-09,29809.5522万股
2009-06-30,29809.5522万股
2010-01-29,29809.5522万股
2010-06-30,29809.5522万股
2013-06-30,29809.5522万股
2013-12-31,29809.5522万股
2014-06-30,29809.5522万股
2014-12-31,29809.5522万股
