1996-07-31,4500万股
1996-08-15,6000万股
1996-10-23,9600万股
1997-04-23,14400万股
1998-03-18,25920万股
1998-06-25,28176万股
1999-05-27,42264万股
1999-08-02,42264万股
2001-03-29,45747万股
2006-03-24,45747万股
2007-03-26,45747万股
2007-10-22,45747万股
2007-10-23,48976万股
2008-05-06,88156.8万股
2008-10-23,88156.8万股
2009-03-27,88156.8万股
2009-06-30,88156.8万股
2009-09-16,88156.8万股
2009-09-18,88156.8万股
2010-06-30,88156.8万股
2010-07-15,88156.8万股
2010-07-22,88156.8万股
2010-10-25,88156.8万股
2011-05-09,105788.16万股
2015-05-26,119429.2932万股
