1997-07-31,7830万股
1997-08-19,15830万股
2000-12-25,20830万股
2001-05-25,24679万股
2001-05-29,27079万股
2002-07-08,32082.7万股
2002-07-11,35202.7万股
2003-05-20,39539.24万股
2003-05-23,42243.24万股
2003-12-26,42243.24万股
2006-06-12,42243.24万股
2006-06-30,42243.24万股
2007-06-19,68262.48万股
2007-06-22,84486.48万股
2007-12-31,84486.48万股
2008-06-30,84486.48万股
2008-12-19,99486.48万股
2008-12-31,99486.48万股
2009-06-30,99486.48万股
2010-06-30,99486.48万股
2010-12-31,99486.48万股
2011-06-24,99486.48万股
2011-09-06,99486.48万股
2011-09-08,100895.48万股
2012-03-30,100895.48万股
2012-06-30,100895.48万股
2012-09-03,100895.48万股
2012-12-06,100895.48万股
2012-12-07,100889.48万股
2013-06-27,100463.78万股
2013-06-30,100463.78万股
2013-07-12,95580.0496万股
2013-12-31,95580.0496万股
2014-06-30,95580.0496万股
2014-08-26,95575.8496万股
2014-09-10,95575.8496万股
2014-12-31,95575.8496万股
2015-06-30,95575.8496万股
