1996-07-29,10000万股
1996-08-08,13000万股
1996-11-15,19500万股
1997-02-18,19500万股
1997-03-10,29250万股
1998-01-15,32512.944万股
1999-11-03,35155.8394万股
2001-01-12,35155.8394万股
2008-12-26,35155.8394万股
2009-12-28,35155.8394万股
2009-12-31,35155.8394万股
2010-12-27,35155.8394万股
2011-12-27,35155.8394万股
2012-04-05,35155.8394万股
2012-09-12,35155.8394万股
2013-04-02,35155.8394万股
2013-06-30,35155.8394万股
2013-08-16,35155.8394万股
2013-12-31,35155.8394万股
2014-03-25,35155.8394万股
2014-04-02,35155.8394万股
2016-05-09,59024.3598万股
