1999-08-18,10000.0552万股
1999-10-14,14000.0552万股
2003-05-26,14000.0552万股
2006-08-07,16055.0952万股
2007-08-10,16055.0951万股
2007-12-31,16055.0951万股
2008-05-26,21055.0951万股
2008-08-25,21055.0951万股
2008-12-31,21055.0951万股
2009-05-27,21055.0951万股
2009-08-17,21055.0951万股
2010-06-30,21055.0951万股
2010-08-10,21055.0951万股
2011-05-30,21055.0951万股
2011-06-30,21055.0951万股
2011-08-11,21055.0951万股
2011-12-31,21055.0951万股
2012-04-25,23160.6046万股
2012-06-30,23160.6046万股
2013-06-30,23160.6046万股
2013-10-08,23160.6046万股
2013-10-17,24660.6046万股
2014-06-30,24660.6046万股
2014-12-31,24660.6046万股
2015-06-30,24660.6046万股
2015-12-31,24660.6046万股
