1996-01-19,6000万股
1996-06-28,7200万股
1997-01-09,9000万股
1997-10-30,10264.56万股
2000-01-06,11279.357万股
2000-05-10,20302.8425万股
2000-07-27,20302.8425万股
2001-01-05,20302.8425万股
2001-03-02,20302.8425万股
2006-08-31,20302.8425万股
2007-09-07,20302.8425万股
2007-12-31,20302.8425万股
2008-01-03,20302.8425万股
2008-06-30,20302.8425万股
2008-12-15,20302.8425万股
2008-12-31,20302.8425万股
2009-06-30,20302.8425万股
2009-12-29,20302.8425万股
2009-12-30,20302.8425万股
2010-12-31,20302.8425万股
2011-04-06,20302.8425万股
2011-04-08,20302.8425万股
2012-09-04,22333.1267万股
