2007-03-29,8078.7万股
2007-04-18,10878.7万股
2007-07-18,10878.7万股
2008-05-19,15230.18万股
2008-12-31,15230.18万股
2009-06-22,18276.216万股
2009-06-30,18276.216万股
2009-12-31,18276.216万股
2010-04-19,18276.216万股
2010-05-05,29241.9456万股
2010-07-29,37204.9085万股
2010-12-31,37204.9085万股
2011-07-29,37204.9085万股
2011-08-10,44645.8902万股
2012-07-05,44645.8902万股
2013-08-13,44645.8902万股
2013-12-31,44645.8902万股
2014-05-20,44645.8902万股
2014-11-27,44645.8902万股
2015-12-31,44645.8902万股
2016-01-20,76912.9766万股
2016-05-20,153825.9532万股
