2010-05-28,7375.9123万股
2010-06-23,9875.9123万股
2010-06-30,9875.9123万股
2010-09-27,9875.9123万股
2010-12-31,9875.9123万股
2011-06-23,9875.9123万股
2011-06-30,9875.9123万股
2011-09-19,19751.8246万股
2011-12-31,19751.8246万股
2012-06-30,19751.8246万股
2012-07-26,20756.1667万股
2012-12-31,20756.1667万股
2013-06-19,20756.1667万股
2013-06-24,20756.1667万股
2013-06-30,20756.1667万股
2014-05-08,20756.1667万股
2014-05-14,41512.3334万股
2015-05-12,41512.3334万股
2015-05-18,83024.6668万股
2015-07-27,83024.6668万股
2016-01-25,86894.2274万股
