2009-09-07,4600万股
2009-09-29,6150万股
2009-12-29,6150万股
2009-12-31,6150万股
2010-04-01,10455万股
2010-09-21,10455万股
2010-09-29,10455万股
2011-05-13,17773.5万股
2011-06-30,17773.5万股
2012-06-30,17773.5万股
2012-10-08,17773.5万股
2013-06-30,17773.5万股
2013-10-31,17773.5万股
2013-11-29,22156.26万股
2013-12-10,22156.26万股
2013-12-27,22156.26万股
2014-04-28,22156.26万股
2014-09-23,22156.26万股
2014-09-29,22156.26万股
2014-10-28,37665.642万股
2014-12-01,37665.642万股
2014-12-08,37665.642万股
2015-04-17,37665.642万股
2015-04-22,37665.642万股
2015-06-30,37665.642万股
2015-12-31,37665.642万股
2016-05-13,37665.642万股
