1997-05-21,13500万股
1997-06-09,19500万股
1998-10-19,39000万股
2000-05-29,39000万股
2004-06-19,39000万股
2006-04-18,39000万股
2007-06-01,39000万股
2007-08-30,39000万股
2007-12-12,39000万股
2007-12-31,39000万股
2008-06-30,39000万股
2008-12-31,39000万股
2009-06-30,39000万股
2009-12-31,44070万股
2010-05-20,44070万股
2010-05-24,44070万股
2010-06-30,44070万股
2010-12-31,44070万股
2011-06-30,44070万股
2013-02-08,112013.9063万股
2013-02-19,112013.9063万股
2013-04-02,112013.9063万股
2013-06-30,112013.9063万股
2013-08-23,112013.9063万股
2013-09-16,112013.9063万股
2013-12-31,112013.9063万股
