1993-05-05,31047万股
1994-06-16,33751.7万股
1994-06-21,34151.7万股
1994-08-01,34151.7万股
1995-12-15,38151.7万股
2002-12-31,38151.7万股
2004-06-22,46403.8万股
2004-06-25,49597.21万股
2005-07-06,60324.94万股
2005-07-11,64476.373万股
2006-05-30,64476.373万股
2006-06-30,64476.373万股
2007-07-03,64476.373万股
2008-06-06,64476.373万股
2008-12-31,64476.373万股
2009-06-19,64476.373万股
2009-12-31,64476.373万股
2010-06-30,64476.373万股
2010-12-31,64476.373万股
2011-06-30,64476.373万股
2011-12-31,64476.373万股
2012-06-30,64476.373万股
2012-12-31,64476.373万股
2013-06-30,64476.373万股
2013-12-31,64476.373万股
2014-06-30,64476.373万股
2014-12-31,64476.373万股
2015-12-31,64476.373万股
