1996-09-10,5656万股
1996-10-11,7000万股
1997-06-03,14000万股
1998-03-19,16100万股
1998-06-16,27299.9973万股
1999-09-10,27299.9973万股
2006-03-02,27300.4681万股
2007-03-02,27300.4681万股
2007-12-27,27300.4681万股
2009-03-02,27300.4681万股
2009-06-30,27299.9973万股
2010-03-02,27300.4681万股
2010-06-30,27299.9973万股
2010-09-15,27300.4681万股
2010-09-29,27299.9973万股
2010-09-30,34494.039万股
2011-02-23,34494.5098万股
2011-03-02,34494.5098万股
2011-06-30,34494.039万股
2013-09-30,34494.5098万股
2013-12-31,34494.039万股
