,STflg,tradeDate
0,*ST,2014-04-18
1,*ST,2014-04-21
2,*ST,2014-04-22
3,*ST,2014-04-23
4,*ST,2014-04-24
5,*ST,2014-04-25
6,*ST,2014-04-28
7,*ST,2014-04-29
8,*ST,2014-04-30
9,*ST,2014-05-05
10,*ST,2014-05-06
11,*ST,2014-05-07
12,*ST,2014-05-08
13,*ST,2014-05-09
14,*ST,2014-05-12
15,*ST,2014-05-13
16,*ST,2014-05-14
17,*ST,2014-05-15
18,*ST,2014-05-16
19,*ST,2014-05-19
20,*ST,2014-05-20
21,*ST,2014-05-21
22,*ST,2014-05-22
23,*ST,2014-05-23
24,*ST,2014-05-26
25,*ST,2014-05-27
26,*ST,2014-05-28
27,*ST,2014-05-29
28,*ST,2014-05-30
29,*ST,2014-06-03
30,*ST,2014-06-04
31,*ST,2014-06-05
32,*ST,2014-06-06
33,*ST,2014-06-09
34,*ST,2014-06-10
35,*ST,2014-06-11
36,*ST,2014-06-12
37,*ST,2014-06-13
38,*ST,2014-06-16
39,*ST,2014-06-17
40,*ST,2014-06-18
41,*ST,2014-06-19
42,*ST,2014-06-20
43,*ST,2014-06-23
44,*ST,2014-06-24
45,*ST,2014-06-25
46,*ST,2014-06-26
47,*ST,2014-06-27
48,*ST,2014-06-30
49,*ST,2014-07-01
50,*ST,2014-07-02
51,*ST,2014-07-03
52,*ST,2014-07-04
53,*ST,2014-07-07
54,*ST,2014-07-08
55,*ST,2014-07-09
56,*ST,2014-07-10
57,*ST,2014-07-11
58,*ST,2014-07-14
59,*ST,2014-07-15
60,*ST,2014-07-16
61,*ST,2014-07-17
62,*ST,2014-07-18
63,*ST,2014-07-21
64,*ST,2014-07-22
65,*ST,2014-07-23
66,*ST,2014-07-24
67,*ST,2014-07-25
68,*ST,2014-07-28
69,*ST,2014-07-29
70,*ST,2014-07-30
71,*ST,2014-07-31
72,*ST,2014-08-01
73,*ST,2014-08-04
74,*ST,2014-08-05
75,*ST,2014-08-06
76,*ST,2014-08-07
77,*ST,2014-08-08
78,*ST,2014-08-11
79,*ST,2014-08-12
80,*ST,2014-08-13
81,*ST,2014-08-14
82,*ST,2014-08-15
83,*ST,2014-08-18
84,*ST,2014-08-19
85,*ST,2014-08-20
86,*ST,2014-08-21
87,*ST,2014-08-22
88,*ST,2014-08-25
89,*ST,2014-08-26
90,*ST,2014-08-27
91,*ST,2014-08-28
92,*ST,2014-08-29
93,*ST,2014-09-01
94,*ST,2014-09-02
95,*ST,2014-09-03
96,*ST,2014-09-04
97,*ST,2014-09-05
98,*ST,2014-09-09
99,*ST,2014-09-10
100,*ST,2014-09-11
101,*ST,2014-09-12
102,*ST,2014-09-15
103,*ST,2014-09-16
104,*ST,2014-09-17
105,*ST,2014-09-18
106,*ST,2014-09-19
107,*ST,2014-09-22
108,*ST,2014-09-23
109,*ST,2014-09-24
110,*ST,2014-09-25
111,*ST,2014-09-26
112,*ST,2014-09-29
113,*ST,2014-09-30
114,*ST,2014-10-08
115,*ST,2014-10-09
116,*ST,2014-10-10
117,*ST,2014-10-13
118,*ST,2014-10-14
119,*ST,2014-10-15
120,*ST,2014-10-16
121,*ST,2014-10-17
122,*ST,2014-10-20
123,*ST,2014-10-21
124,*ST,2014-10-22
125,*ST,2014-10-23
126,*ST,2014-10-24
127,*ST,2014-10-27
128,*ST,2014-10-28
129,*ST,2014-10-29
130,*ST,2014-10-30
131,*ST,2014-10-31
132,*ST,2014-11-03
133,*ST,2014-11-04
134,*ST,2014-11-05
135,*ST,2014-11-06
136,*ST,2014-11-07
137,*ST,2014-11-10
138,*ST,2014-11-11
139,*ST,2014-11-12
140,*ST,2014-11-13
141,*ST,2014-11-14
142,*ST,2014-11-17
143,*ST,2014-11-18
144,*ST,2014-11-19
145,*ST,2014-11-20
146,*ST,2014-11-21
147,*ST,2014-11-24
148,*ST,2014-11-25
149,*ST,2014-11-26
150,*ST,2014-11-27
151,*ST,2014-11-28
152,*ST,2014-12-01
153,*ST,2014-12-02
154,*ST,2014-12-03
155,*ST,2014-12-04
156,*ST,2014-12-05
157,*ST,2014-12-08
158,*ST,2014-12-09
159,*ST,2014-12-10
160,*ST,2014-12-11
161,*ST,2014-12-12
162,*ST,2014-12-15
163,*ST,2014-12-16
164,*ST,2014-12-17
165,*ST,2014-12-18
166,*ST,2014-12-19
167,*ST,2014-12-22
168,*ST,2014-12-23
169,*ST,2014-12-24
170,*ST,2014-12-25
171,*ST,2014-12-26
172,*ST,2014-12-29
173,*ST,2014-12-30
174,*ST,2014-12-31
175,*ST,2015-01-05
176,*ST,2015-01-06
177,*ST,2015-01-07
178,*ST,2015-01-08
179,*ST,2015-01-09
180,*ST,2015-01-12
181,*ST,2015-01-13
182,*ST,2015-01-14
183,*ST,2015-01-15
184,*ST,2015-01-16
185,*ST,2015-01-19
186,*ST,2015-01-20
187,*ST,2015-01-21
188,*ST,2015-01-22
189,*ST,2015-01-23
190,*ST,2015-01-26
191,*ST,2015-01-27
192,*ST,2015-01-28
193,*ST,2015-01-29
194,*ST,2015-01-30
195,*ST,2015-02-02
196,*ST,2015-02-03
197,*ST,2015-02-04
198,*ST,2015-02-05
199,*ST,2015-02-06
200,*ST,2015-02-09
201,*ST,2015-02-10
202,*ST,2015-02-11
203,*ST,2015-02-12
204,*ST,2015-02-13
205,*ST,2015-02-16
206,*ST,2015-02-17
207,*ST,2015-02-25
208,*ST,2015-02-26
209,*ST,2015-02-27
210,*ST,2015-03-02
211,*ST,2015-03-03
212,*ST,2015-03-04
213,*ST,2015-03-05
214,*ST,2015-03-06
215,*ST,2015-03-09
216,*ST,2015-03-10
217,*ST,2015-03-11
218,*ST,2015-03-12
219,*ST,2015-03-13
220,*ST,2015-03-16
221,*ST,2015-03-17
222,*ST,2015-03-18
223,*ST,2015-03-19
224,*ST,2015-03-20
225,*ST,2015-03-23
226,*ST,2015-03-24
227,*ST,2015-03-25
228,*ST,2015-03-26
229,*ST,2015-03-27
