,STflg,tradeDate
0,*ST,2011-04-27
1,*ST,2011-04-28
2,*ST,2011-04-29
3,*ST,2011-05-03
4,*ST,2011-05-04
5,*ST,2011-05-05
6,*ST,2011-05-06
7,*ST,2011-05-09
8,*ST,2011-05-10
9,*ST,2011-05-11
10,*ST,2011-05-12
11,*ST,2011-05-13
12,*ST,2011-05-16
13,*ST,2011-05-17
14,*ST,2011-05-18
15,*ST,2011-05-19
16,*ST,2011-05-20
17,*ST,2011-05-23
18,*ST,2011-05-24
19,*ST,2011-05-25
20,*ST,2011-05-26
21,*ST,2011-05-27
22,*ST,2011-05-30
23,*ST,2011-05-31
24,*ST,2011-06-01
25,*ST,2011-06-02
26,*ST,2011-06-03
27,*ST,2011-06-07
28,*ST,2011-06-08
29,*ST,2011-06-09
30,*ST,2011-06-10
31,*ST,2011-06-13
32,*ST,2011-06-14
33,*ST,2011-06-15
34,*ST,2011-06-16
35,*ST,2011-06-17
36,*ST,2011-06-20
37,*ST,2011-06-21
38,*ST,2011-06-22
39,*ST,2011-06-23
40,*ST,2011-06-24
41,*ST,2011-06-27
42,*ST,2011-06-28
43,*ST,2011-06-29
44,*ST,2011-06-30
45,*ST,2011-07-01
46,*ST,2011-07-04
47,*ST,2011-07-05
48,*ST,2011-07-06
49,*ST,2011-07-07
50,*ST,2011-07-08
51,*ST,2011-07-11
52,*ST,2011-07-12
53,*ST,2011-07-13
54,*ST,2011-07-14
55,*ST,2011-07-15
56,*ST,2011-07-18
57,*ST,2011-07-19
58,*ST,2011-07-20
59,*ST,2011-07-21
60,*ST,2011-07-22
61,*ST,2011-07-25
62,*ST,2011-07-26
63,*ST,2011-07-27
64,*ST,2011-07-28
65,*ST,2011-07-29
66,*ST,2011-08-01
67,*ST,2011-08-02
68,*ST,2011-08-03
69,*ST,2011-08-04
70,*ST,2011-08-05
71,*ST,2011-08-08
72,*ST,2011-08-09
73,*ST,2011-08-10
74,*ST,2011-08-11
75,*ST,2011-08-12
76,*ST,2011-08-15
77,*ST,2011-08-16
78,*ST,2011-08-17
79,*ST,2011-08-18
80,*ST,2011-08-19
81,*ST,2011-08-22
82,*ST,2011-08-23
83,*ST,2011-08-24
84,*ST,2011-08-25
85,*ST,2011-08-26
86,*ST,2011-08-29
87,*ST,2011-08-30
88,*ST,2011-08-31
89,*ST,2011-09-01
90,*ST,2011-09-02
91,*ST,2011-09-05
92,*ST,2011-09-06
93,*ST,2011-09-07
94,*ST,2011-09-08
95,*ST,2011-09-09
96,*ST,2011-09-13
97,*ST,2011-09-14
98,*ST,2011-09-15
99,*ST,2011-09-16
100,*ST,2011-09-19
101,*ST,2011-09-20
102,*ST,2011-09-21
103,*ST,2011-09-22
104,*ST,2011-09-23
105,*ST,2011-09-26
106,*ST,2011-09-27
107,*ST,2011-09-28
108,*ST,2011-09-29
109,*ST,2011-09-30
110,*ST,2011-10-10
111,*ST,2011-10-11
112,*ST,2011-10-12
113,*ST,2011-10-13
114,*ST,2011-10-14
115,*ST,2011-10-17
116,*ST,2011-10-18
117,*ST,2011-10-19
118,*ST,2011-10-20
119,*ST,2011-10-21
120,*ST,2011-10-24
121,*ST,2011-10-25
122,*ST,2011-10-26
123,*ST,2011-10-27
124,*ST,2011-10-28
125,*ST,2011-10-31
126,*ST,2011-11-01
127,*ST,2011-11-02
128,*ST,2011-11-03
129,*ST,2011-11-04
130,*ST,2011-11-07
131,*ST,2011-11-08
132,*ST,2011-11-09
133,*ST,2011-11-10
134,*ST,2011-11-11
135,*ST,2011-11-14
136,*ST,2011-11-15
137,*ST,2011-11-16
138,*ST,2011-11-17
139,*ST,2011-11-18
140,*ST,2011-11-21
141,*ST,2011-11-22
142,*ST,2011-11-23
143,*ST,2011-11-24
144,*ST,2011-11-25
145,*ST,2011-11-28
146,*ST,2011-11-29
147,*ST,2011-11-30
148,*ST,2011-12-01
149,*ST,2011-12-02
150,*ST,2011-12-05
151,*ST,2011-12-06
152,*ST,2011-12-07
153,*ST,2011-12-08
154,*ST,2011-12-09
155,*ST,2011-12-12
156,*ST,2011-12-13
157,*ST,2011-12-14
158,*ST,2011-12-15
159,*ST,2011-12-16
160,*ST,2011-12-19
161,*ST,2011-12-20
162,*ST,2011-12-21
163,*ST,2011-12-22
164,*ST,2011-12-23
165,*ST,2011-12-26
166,*ST,2011-12-27
167,*ST,2011-12-28
168,*ST,2011-12-29
169,*ST,2011-12-30
170,*ST,2012-01-04
171,*ST,2012-01-05
172,*ST,2012-01-06
173,*ST,2012-01-09
174,*ST,2012-01-10
175,*ST,2012-01-11
