,STflg,tradeDate
0,*ST,2012-03-20
1,*ST,2012-03-21
2,*ST,2012-03-22
3,*ST,2012-03-23
4,*ST,2012-03-26
5,*ST,2012-03-27
6,*ST,2012-03-28
7,*ST,2012-03-29
8,*ST,2012-03-30
9,*ST,2012-04-05
10,*ST,2012-04-06
11,*ST,2012-04-09
12,*ST,2012-04-10
13,*ST,2012-04-11
14,*ST,2012-04-12
15,*ST,2012-04-13
16,*ST,2012-04-16
17,*ST,2012-04-17
18,*ST,2012-04-18
19,*ST,2012-04-19
20,*ST,2012-04-20
21,*ST,2012-04-23
22,*ST,2012-04-24
23,*ST,2012-04-25
24,*ST,2012-04-26
25,*ST,2012-04-27
26,*ST,2012-05-02
27,*ST,2012-05-03
28,*ST,2012-05-04
29,*ST,2012-05-07
30,*ST,2012-05-08
31,*ST,2012-05-09
32,*ST,2012-05-10
33,*ST,2012-05-11
34,*ST,2012-05-14
35,*ST,2012-05-15
36,*ST,2012-05-16
37,*ST,2012-05-17
38,*ST,2012-05-18
39,*ST,2012-05-21
40,*ST,2012-05-22
41,*ST,2012-05-23
42,*ST,2012-05-24
43,*ST,2012-05-25
44,*ST,2012-05-28
45,*ST,2012-05-29
46,*ST,2012-05-30
47,*ST,2012-05-31
48,*ST,2012-06-01
49,*ST,2012-06-04
50,*ST,2012-06-05
51,*ST,2012-06-06
52,*ST,2012-06-07
53,*ST,2012-06-08
54,*ST,2012-06-11
55,*ST,2012-06-12
56,*ST,2012-06-13
57,*ST,2012-06-14
58,*ST,2012-06-15
59,*ST,2012-06-18
60,*ST,2012-06-19
61,*ST,2012-06-20
62,*ST,2012-06-21
63,*ST,2012-06-25
64,*ST,2012-06-26
65,*ST,2012-06-27
66,*ST,2012-06-28
67,*ST,2012-06-29
68,*ST,2012-07-02
69,*ST,2012-07-03
70,*ST,2012-07-04
71,*ST,2012-07-05
72,*ST,2012-07-06
73,*ST,2012-07-09
74,*ST,2012-07-10
75,*ST,2012-07-11
76,*ST,2012-07-12
77,*ST,2012-07-13
78,*ST,2012-07-16
79,*ST,2012-07-17
80,*ST,2012-07-18
81,*ST,2012-07-19
82,*ST,2012-07-20
83,*ST,2012-07-23
84,*ST,2012-07-24
85,*ST,2012-07-25
86,*ST,2012-07-26
87,*ST,2012-07-27
88,*ST,2012-07-30
89,*ST,2012-07-31
90,*ST,2012-08-01
91,*ST,2012-08-02
92,*ST,2012-08-03
93,*ST,2012-08-06
94,*ST,2012-08-07
95,*ST,2012-08-08
96,*ST,2012-08-09
97,*ST,2012-08-10
98,*ST,2012-08-13
99,*ST,2012-08-14
100,*ST,2012-08-15
101,*ST,2012-08-16
102,*ST,2012-08-17
103,*ST,2012-08-20
104,*ST,2012-08-21
105,*ST,2012-08-22
106,*ST,2012-08-23
107,*ST,2012-08-24
108,*ST,2012-08-27
109,*ST,2012-08-28
110,*ST,2012-08-29
111,*ST,2012-08-30
112,*ST,2012-08-31
113,*ST,2012-09-03
114,*ST,2012-09-04
115,*ST,2012-09-05
116,*ST,2012-09-06
117,*ST,2012-09-07
118,*ST,2012-09-10
119,*ST,2012-09-11
120,*ST,2012-09-12
121,*ST,2012-09-13
122,*ST,2012-09-14
123,*ST,2012-09-17
124,*ST,2012-09-18
125,*ST,2012-09-19
126,*ST,2012-09-20
127,*ST,2012-09-21
128,*ST,2012-09-24
129,*ST,2012-09-25
130,*ST,2012-09-26
131,*ST,2012-09-27
132,*ST,2012-09-28
133,*ST,2012-10-08
134,*ST,2012-10-09
135,*ST,2012-10-10
136,*ST,2012-10-11
137,*ST,2012-10-12
138,*ST,2012-10-15
139,*ST,2012-10-16
140,*ST,2012-10-17
141,*ST,2012-10-18
142,*ST,2012-10-19
143,*ST,2012-10-22
144,*ST,2012-10-23
145,*ST,2012-10-24
146,*ST,2012-10-25
147,*ST,2012-10-26
148,*ST,2012-10-29
149,*ST,2012-10-30
150,*ST,2012-10-31
151,*ST,2012-11-01
152,*ST,2012-11-02
153,*ST,2012-11-05
154,*ST,2012-11-06
155,*ST,2012-11-07
156,*ST,2012-11-08
157,*ST,2012-11-09
158,*ST,2012-11-12
159,*ST,2012-11-13
160,*ST,2012-11-14
161,*ST,2012-11-15
162,*ST,2012-11-16
163,*ST,2012-11-19
164,*ST,2012-11-20
165,*ST,2012-11-21
166,*ST,2012-11-22
