,STflg,tradeDate
0,*ST,2015-04-15
1,*ST,2015-04-16
2,*ST,2015-04-17
3,*ST,2015-04-20
4,*ST,2015-04-21
5,*ST,2015-04-22
6,*ST,2015-04-23
7,*ST,2015-04-24
8,*ST,2015-04-27
9,*ST,2015-04-28
10,*ST,2015-04-29
11,*ST,2015-04-30
12,*ST,2015-05-04
13,*ST,2015-05-05
14,*ST,2015-05-06
15,*ST,2015-05-07
16,*ST,2015-05-08
17,*ST,2015-05-11
18,*ST,2015-05-12
19,*ST,2015-05-13
20,*ST,2015-05-14
21,*ST,2015-05-15
22,*ST,2015-05-18
23,*ST,2015-05-19
24,*ST,2015-05-20
25,*ST,2015-05-21
26,*ST,2015-05-22
27,*ST,2015-05-25
28,*ST,2015-05-26
29,*ST,2015-05-27
30,*ST,2015-05-28
31,*ST,2015-05-29
32,*ST,2015-06-01
33,*ST,2015-06-02
34,*ST,2015-06-03
35,*ST,2015-06-04
36,*ST,2015-06-05
37,*ST,2015-06-08
38,*ST,2015-06-09
39,*ST,2015-06-10
40,*ST,2015-06-11
41,*ST,2015-06-12
42,*ST,2015-06-15
43,*ST,2015-06-16
44,*ST,2015-06-17
45,*ST,2015-06-18
46,*ST,2015-06-19
47,*ST,2015-06-23
48,*ST,2015-06-24
49,*ST,2015-06-25
50,*ST,2015-06-26
51,*ST,2015-06-29
52,*ST,2015-06-30
53,*ST,2015-07-01
54,*ST,2015-07-02
55,*ST,2015-07-03
56,*ST,2015-07-06
57,*ST,2015-07-07
58,*ST,2015-07-08
59,*ST,2015-07-09
60,*ST,2015-07-10
61,*ST,2015-07-13
62,*ST,2015-07-14
63,*ST,2015-07-15
64,*ST,2015-07-16
65,*ST,2015-07-17
66,*ST,2015-07-20
67,*ST,2015-07-21
68,*ST,2015-07-22
69,*ST,2015-07-23
70,*ST,2015-07-24
71,*ST,2015-07-27
72,*ST,2015-07-28
73,*ST,2015-07-29
74,*ST,2015-07-30
75,*ST,2015-07-31
76,*ST,2015-08-03
77,*ST,2015-08-04
78,*ST,2015-08-05
79,*ST,2015-08-06
80,*ST,2015-08-07
81,*ST,2015-08-10
82,*ST,2015-08-11
83,*ST,2015-08-12
84,*ST,2015-08-13
85,*ST,2015-08-14
86,*ST,2015-08-17
87,*ST,2015-08-18
88,*ST,2015-08-19
89,*ST,2015-08-20
90,*ST,2015-08-21
91,*ST,2015-08-24
92,*ST,2015-08-25
93,*ST,2015-08-26
94,*ST,2015-08-27
95,*ST,2015-08-28
96,*ST,2015-08-31
97,*ST,2015-09-01
98,*ST,2015-09-02
99,*ST,2015-09-07
100,*ST,2015-09-08
101,*ST,2015-09-09
102,*ST,2015-09-10
103,*ST,2015-09-11
104,*ST,2015-09-14
105,*ST,2015-09-15
106,*ST,2015-09-16
107,*ST,2015-09-17
108,*ST,2015-09-18
109,*ST,2015-09-21
110,*ST,2015-09-22
111,*ST,2015-09-23
112,*ST,2015-09-24
113,*ST,2015-09-25
114,*ST,2015-09-28
115,*ST,2015-09-29
116,*ST,2015-09-30
117,*ST,2015-10-08
118,*ST,2015-10-09
119,*ST,2015-10-12
120,*ST,2015-10-13
121,*ST,2015-10-14
122,*ST,2015-10-15
123,*ST,2015-10-16
124,*ST,2015-10-19
125,*ST,2015-10-20
126,*ST,2015-10-21
127,*ST,2015-10-22
128,*ST,2015-10-23
129,*ST,2015-10-26
130,*ST,2015-10-27
131,*ST,2015-10-28
132,*ST,2015-10-29
133,*ST,2015-10-30
134,*ST,2015-11-02
135,*ST,2015-11-03
136,*ST,2015-11-04
137,*ST,2015-11-05
138,*ST,2015-11-06
139,*ST,2015-11-09
140,*ST,2015-11-10
141,*ST,2015-11-11
142,*ST,2015-11-12
143,*ST,2015-11-13
144,*ST,2015-11-16
145,*ST,2015-11-17
146,*ST,2015-11-18
147,*ST,2015-11-19
148,*ST,2015-11-20
149,*ST,2015-11-23
150,*ST,2015-11-24
151,*ST,2015-11-25
152,*ST,2015-11-26
153,*ST,2015-11-27
154,*ST,2015-11-30
155,*ST,2015-12-01
156,*ST,2015-12-02
157,*ST,2015-12-03
158,*ST,2015-12-04
159,*ST,2015-12-07
160,*ST,2015-12-08
161,*ST,2015-12-09
162,*ST,2015-12-10
163,*ST,2015-12-11
164,*ST,2015-12-14
165,*ST,2015-12-15
166,*ST,2015-12-16
167,*ST,2015-12-17
168,*ST,2015-12-18
169,*ST,2015-12-21
170,*ST,2015-12-22
171,*ST,2015-12-23
172,*ST,2015-12-24
173,*ST,2015-12-25
174,*ST,2015-12-28
175,*ST,2015-12-29
176,*ST,2015-12-30
177,*ST,2015-12-31
178,*ST,2016-01-04
179,*ST,2016-01-05
180,*ST,2016-01-06
181,*ST,2016-01-07
182,*ST,2016-01-08
183,*ST,2016-01-11
184,*ST,2016-01-12
185,*ST,2016-01-13
186,*ST,2016-01-14
187,*ST,2016-01-15
188,*ST,2016-01-18
189,*ST,2016-01-19
190,*ST,2016-01-20
191,*ST,2016-01-21
192,*ST,2016-01-22
193,*ST,2016-01-25
194,*ST,2016-01-26
195,*ST,2016-01-27
196,*ST,2016-01-28
197,*ST,2016-01-29
198,*ST,2016-02-01
199,*ST,2016-02-02
200,*ST,2016-02-03
201,*ST,2016-02-04
202,*ST,2016-02-05
203,*ST,2016-02-15
204,*ST,2016-02-16
205,*ST,2016-02-17
206,*ST,2016-02-18
207,*ST,2016-02-19
