,STflg,tradeDate
0,*ST,2014-04-23
1,*ST,2014-04-24
2,*ST,2014-04-25
3,*ST,2014-04-28
4,*ST,2014-04-29
5,*ST,2014-04-30
6,*ST,2014-05-05
7,*ST,2014-05-06
8,*ST,2014-05-07
9,*ST,2014-05-08
10,*ST,2014-05-09
11,*ST,2014-05-12
12,*ST,2014-05-13
13,*ST,2014-05-14
14,*ST,2014-05-15
15,*ST,2014-05-16
16,*ST,2014-05-19
17,*ST,2014-05-20
18,*ST,2014-05-21
19,*ST,2014-05-22
20,*ST,2014-05-23
21,*ST,2014-05-26
22,*ST,2014-05-27
23,*ST,2014-05-28
24,*ST,2014-05-29
25,*ST,2014-05-30
26,*ST,2014-06-03
27,*ST,2014-06-04
28,*ST,2014-06-05
29,*ST,2014-06-06
30,*ST,2014-06-09
31,*ST,2014-06-10
32,*ST,2014-06-11
33,*ST,2014-06-12
34,*ST,2014-06-13
35,*ST,2014-06-16
36,*ST,2014-06-17
37,*ST,2014-06-18
38,*ST,2014-06-19
39,*ST,2014-06-20
40,*ST,2014-06-23
41,*ST,2014-06-24
42,*ST,2014-06-25
43,*ST,2014-06-26
44,*ST,2014-06-27
45,*ST,2014-06-30
46,*ST,2014-07-01
47,*ST,2014-07-02
48,*ST,2014-07-03
49,*ST,2014-07-04
50,*ST,2014-07-07
51,*ST,2014-07-08
52,*ST,2014-07-09
53,*ST,2014-07-10
54,*ST,2014-07-11
55,*ST,2014-07-14
56,*ST,2014-07-15
57,*ST,2014-07-16
58,*ST,2014-07-17
59,*ST,2014-07-18
60,*ST,2014-07-21
61,*ST,2014-07-22
62,*ST,2014-07-23
63,*ST,2014-07-24
64,*ST,2014-07-25
65,*ST,2014-07-28
66,*ST,2014-07-29
67,*ST,2014-07-30
68,*ST,2014-07-31
69,*ST,2014-08-01
70,*ST,2014-08-04
71,*ST,2014-08-05
72,*ST,2014-08-06
73,*ST,2014-08-07
74,*ST,2014-08-08
75,*ST,2014-08-11
76,*ST,2014-08-12
77,*ST,2014-08-13
78,*ST,2014-08-14
79,*ST,2014-08-15
80,*ST,2014-08-18
81,*ST,2014-08-19
82,*ST,2014-08-20
83,*ST,2014-08-21
84,*ST,2014-08-22
85,*ST,2014-08-25
86,*ST,2014-08-26
87,*ST,2014-08-27
88,*ST,2014-08-28
89,*ST,2014-08-29
90,*ST,2014-09-01
91,*ST,2014-09-02
92,*ST,2014-09-03
93,*ST,2014-09-04
94,*ST,2014-09-05
95,*ST,2014-09-09
96,*ST,2014-09-10
97,*ST,2014-09-11
98,*ST,2014-09-12
99,*ST,2014-09-15
100,*ST,2014-09-16
101,*ST,2014-09-17
102,*ST,2014-09-18
103,*ST,2014-09-19
104,*ST,2014-09-22
105,*ST,2014-09-23
106,*ST,2014-09-24
107,*ST,2014-09-25
108,*ST,2014-09-26
109,*ST,2014-09-29
110,*ST,2014-09-30
111,*ST,2014-10-08
112,*ST,2014-10-09
113,*ST,2014-10-10
114,*ST,2014-10-13
115,*ST,2014-10-14
116,*ST,2014-10-15
117,*ST,2014-10-16
118,*ST,2014-10-17
119,*ST,2014-10-20
120,*ST,2014-10-21
121,*ST,2014-10-22
122,*ST,2014-10-23
123,*ST,2014-10-24
124,*ST,2014-10-27
125,*ST,2014-10-28
126,*ST,2014-10-29
127,*ST,2014-10-30
128,*ST,2014-10-31
129,*ST,2014-11-03
130,*ST,2014-11-04
131,*ST,2014-11-05
132,*ST,2014-11-06
133,*ST,2014-11-07
134,*ST,2014-11-10
135,*ST,2014-11-11
136,*ST,2014-11-12
137,*ST,2014-11-13
138,*ST,2014-11-14
139,*ST,2014-11-17
140,*ST,2014-11-18
141,*ST,2014-11-19
142,*ST,2014-11-20
143,*ST,2014-11-21
144,*ST,2014-11-24
145,*ST,2014-11-25
146,*ST,2014-11-26
147,*ST,2014-11-27
148,*ST,2014-11-28
149,*ST,2014-12-01
150,*ST,2014-12-02
151,*ST,2014-12-03
152,*ST,2014-12-04
153,*ST,2014-12-05
154,*ST,2014-12-08
155,*ST,2014-12-09
156,*ST,2014-12-10
157,*ST,2014-12-11
158,*ST,2014-12-12
159,*ST,2014-12-15
160,*ST,2014-12-16
161,*ST,2014-12-17
162,*ST,2014-12-18
163,*ST,2014-12-19
164,*ST,2014-12-22
165,*ST,2014-12-23
166,*ST,2014-12-24
167,*ST,2014-12-25
168,*ST,2014-12-26
169,*ST,2014-12-29
170,*ST,2014-12-30
171,*ST,2014-12-31
172,*ST,2015-01-05
173,*ST,2015-01-06
174,*ST,2015-01-07
175,*ST,2015-01-08
176,*ST,2015-01-09
177,*ST,2015-01-12
178,*ST,2015-01-13
179,*ST,2015-01-14
180,*ST,2015-01-15
181,*ST,2015-01-16
182,*ST,2015-01-19
183,*ST,2015-01-20
184,*ST,2015-01-21
185,*ST,2015-01-22
186,*ST,2015-01-23
187,*ST,2015-01-26
188,*ST,2015-01-27
189,*ST,2015-01-28
190,*ST,2015-01-29
191,*ST,2015-01-30
192,*ST,2015-02-02
193,*ST,2015-02-03
194,*ST,2015-02-04
195,*ST,2015-02-05
196,*ST,2015-02-06
197,*ST,2015-02-09
198,*ST,2015-02-10
199,*ST,2015-02-11
200,*ST,2015-02-12
201,*ST,2015-02-13
202,*ST,2015-02-16
203,*ST,2015-02-17
204,*ST,2015-02-25
205,*ST,2015-02-26
206,*ST,2015-02-27
207,*ST,2015-03-02
208,*ST,2015-03-03
209,*ST,2015-03-04
210,*ST,2015-03-05
211,*ST,2015-03-06
212,*ST,2015-03-09
213,*ST,2015-03-10
214,*ST,2015-03-11
215,*ST,2015-03-12
216,*ST,2015-03-13
