,STflg,tradeDate
0,*ST,2012-05-02
1,*ST,2012-05-03
2,*ST,2012-05-04
3,*ST,2012-05-07
4,*ST,2012-05-08
5,*ST,2012-05-09
6,*ST,2012-05-10
7,*ST,2012-05-11
8,*ST,2012-05-14
9,*ST,2012-05-15
10,*ST,2012-05-16
11,*ST,2012-05-17
12,*ST,2012-05-18
13,*ST,2012-05-21
14,*ST,2012-05-22
15,*ST,2012-05-23
16,*ST,2012-05-24
17,*ST,2012-05-25
18,*ST,2012-05-28
19,*ST,2012-05-29
20,*ST,2012-05-30
21,*ST,2012-05-31
22,*ST,2012-06-01
23,*ST,2012-06-04
24,*ST,2012-06-05
25,*ST,2012-06-06
26,*ST,2012-06-07
27,*ST,2012-06-08
28,*ST,2012-06-11
29,*ST,2012-06-12
30,*ST,2012-06-13
31,*ST,2012-06-14
32,*ST,2012-06-15
33,*ST,2012-06-18
34,*ST,2012-06-19
35,*ST,2012-06-20
36,*ST,2012-06-21
37,*ST,2012-06-25
38,*ST,2012-06-26
39,*ST,2012-06-27
40,*ST,2012-06-28
41,*ST,2012-06-29
42,*ST,2012-07-02
43,*ST,2012-07-03
44,*ST,2012-07-04
45,*ST,2012-07-05
46,*ST,2012-07-06
47,*ST,2012-07-09
48,*ST,2012-07-10
49,*ST,2012-07-11
50,*ST,2012-07-12
51,*ST,2012-07-13
52,*ST,2012-07-16
53,*ST,2012-07-17
54,*ST,2012-07-18
55,*ST,2012-07-19
56,*ST,2012-07-20
57,*ST,2012-07-23
58,*ST,2012-07-24
59,*ST,2012-07-25
60,*ST,2012-07-26
61,*ST,2012-07-27
62,*ST,2012-07-30
63,*ST,2012-07-31
64,*ST,2012-08-01
65,*ST,2012-08-02
66,*ST,2012-08-03
67,*ST,2012-08-06
68,*ST,2012-08-07
69,*ST,2012-08-08
70,*ST,2012-08-09
71,*ST,2012-08-10
72,*ST,2012-08-13
73,*ST,2012-08-14
74,*ST,2012-08-15
75,*ST,2012-08-16
76,*ST,2012-08-17
77,*ST,2012-08-20
78,*ST,2012-08-21
79,*ST,2012-08-22
80,*ST,2012-08-23
81,*ST,2012-08-24
82,*ST,2012-08-27
83,*ST,2012-08-28
84,*ST,2012-08-29
85,*ST,2012-08-30
86,*ST,2012-08-31
87,*ST,2012-09-03
88,*ST,2012-09-04
89,*ST,2012-09-05
90,*ST,2012-09-06
91,*ST,2012-09-07
92,*ST,2012-09-10
93,*ST,2012-09-11
94,*ST,2012-09-12
95,*ST,2012-09-13
96,*ST,2012-09-14
97,*ST,2012-09-17
98,*ST,2012-09-18
99,*ST,2012-09-19
100,*ST,2012-09-20
101,*ST,2012-09-21
102,*ST,2012-09-24
103,*ST,2012-09-25
104,*ST,2012-09-26
105,*ST,2012-09-27
106,*ST,2012-09-28
107,*ST,2012-10-08
108,*ST,2012-10-09
109,*ST,2012-10-10
110,*ST,2012-10-11
111,*ST,2012-10-12
112,*ST,2012-10-15
113,*ST,2012-10-16
114,*ST,2012-10-17
115,*ST,2012-10-18
116,*ST,2012-10-19
117,*ST,2012-10-22
118,*ST,2012-10-23
119,*ST,2012-10-24
120,*ST,2012-10-25
121,*ST,2012-10-26
122,*ST,2012-10-29
123,*ST,2012-10-30
124,*ST,2012-10-31
125,*ST,2012-11-01
126,*ST,2012-11-02
127,*ST,2012-11-05
128,*ST,2012-11-06
129,*ST,2012-11-07
130,*ST,2012-11-08
131,*ST,2012-11-09
132,*ST,2012-11-12
133,*ST,2012-11-13
134,*ST,2012-11-14
135,*ST,2012-11-15
136,*ST,2012-11-16
137,*ST,2012-11-19
138,*ST,2012-11-20
139,*ST,2012-11-21
140,*ST,2012-11-22
141,*ST,2012-11-23
142,*ST,2012-11-26
143,*ST,2012-11-27
144,*ST,2012-11-28
145,*ST,2012-11-29
146,*ST,2012-11-30
147,*ST,2012-12-03
148,*ST,2012-12-04
149,*ST,2012-12-05
150,*ST,2012-12-06
151,*ST,2012-12-07
152,*ST,2012-12-10
153,*ST,2012-12-11
154,*ST,2012-12-12
155,*ST,2012-12-13
156,*ST,2012-12-14
157,*ST,2012-12-17
158,*ST,2012-12-18
159,*ST,2012-12-19
160,*ST,2012-12-20
161,*ST,2012-12-21
162,*ST,2012-12-24
163,*ST,2012-12-25
164,*ST,2012-12-26
165,*ST,2012-12-27
166,*ST,2012-12-28
167,*ST,2012-12-31
168,*ST,2013-01-04
169,*ST,2013-01-07
170,*ST,2013-01-08
171,*ST,2013-01-09
172,*ST,2013-01-10
173,*ST,2013-01-11
174,*ST,2013-01-14
175,*ST,2013-01-15
176,*ST,2013-01-16
177,*ST,2013-01-17
178,*ST,2013-01-18
179,*ST,2013-01-21
180,*ST,2013-01-22
181,*ST,2013-01-23
182,*ST,2013-01-24
183,*ST,2013-01-25
184,*ST,2013-01-28
185,*ST,2013-01-29
186,*ST,2013-01-30
187,*ST,2013-01-31
188,*ST,2013-02-01
189,*ST,2013-02-04
190,*ST,2013-02-05
191,*ST,2013-02-06
192,*ST,2013-02-07
193,*ST,2013-02-08
194,*ST,2013-02-18
195,*ST,2013-02-19
196,*ST,2013-02-20
197,*ST,2013-02-21
198,*ST,2013-02-22
199,*ST,2013-02-25
200,*ST,2013-02-26
201,*ST,2013-02-27
202,*ST,2013-02-28
203,*ST,2013-03-01
204,*ST,2013-03-04
205,*ST,2013-03-05
206,*ST,2013-03-06
207,*ST,2013-03-07
208,*ST,2013-03-08
209,*ST,2013-03-11
210,*ST,2013-03-12
211,*ST,2013-03-13
212,*ST,2013-03-14
213,*ST,2013-03-15
214,*ST,2013-03-18
215,*ST,2013-03-19
216,*ST,2013-03-20
217,*ST,2013-03-21
218,*ST,2013-03-22
219,*ST,2013-03-25
220,*ST,2013-03-26
221,*ST,2013-03-27
222,*ST,2013-03-28
223,*ST,2013-03-29
224,*ST,2013-04-01
225,*ST,2013-04-02
226,*ST,2013-04-03
227,*ST,2013-04-08
228,*ST,2013-04-09
229,*ST,2013-04-10
230,*ST,2013-04-11
231,*ST,2013-04-12
232,*ST,2013-04-15
233,*ST,2013-04-16
234,*ST,2013-04-17
235,*ST,2013-04-18
236,*ST,2013-04-19
237,*ST,2013-04-22
238,*ST,2013-04-23
239,*ST,2013-04-24
240,*ST,2013-04-25
241,*ST,2013-04-26
