,STflg,tradeDate
0,*ST,2011-04-20
1,*ST,2011-04-21
2,*ST,2011-04-22
3,*ST,2011-04-25
4,*ST,2011-04-26
5,*ST,2011-04-27
6,*ST,2011-04-28
7,*ST,2011-04-29
8,*ST,2011-05-03
9,*ST,2011-05-04
10,*ST,2011-05-05
11,*ST,2011-05-06
12,*ST,2011-05-09
13,*ST,2011-05-10
14,*ST,2011-05-11
15,*ST,2011-05-12
16,*ST,2011-05-13
17,*ST,2011-05-16
18,*ST,2011-05-17
19,*ST,2011-05-18
20,*ST,2011-05-19
21,*ST,2011-05-20
22,*ST,2011-05-23
23,*ST,2011-05-24
24,*ST,2011-05-25
25,*ST,2011-05-26
26,*ST,2011-05-27
27,*ST,2011-05-30
28,*ST,2011-05-31
29,*ST,2011-06-01
30,*ST,2011-06-02
31,*ST,2011-06-03
32,*ST,2011-06-07
33,*ST,2011-06-08
34,*ST,2011-06-09
35,*ST,2011-06-10
36,*ST,2011-06-13
37,*ST,2011-06-14
38,*ST,2011-06-15
39,*ST,2011-06-16
40,*ST,2011-06-17
41,*ST,2011-06-20
42,*ST,2011-06-21
43,*ST,2011-06-22
44,*ST,2011-06-23
45,*ST,2011-06-24
46,*ST,2011-06-27
47,*ST,2011-06-28
48,*ST,2011-06-29
49,*ST,2011-06-30
50,*ST,2011-07-01
51,*ST,2011-07-04
52,*ST,2011-07-05
53,*ST,2011-07-06
54,*ST,2011-07-07
55,*ST,2011-07-08
56,*ST,2011-07-11
57,*ST,2011-07-12
58,*ST,2011-07-13
59,*ST,2011-07-14
60,*ST,2011-07-15
61,*ST,2011-07-18
62,*ST,2011-07-19
63,*ST,2011-07-20
64,*ST,2011-07-21
65,*ST,2011-07-22
66,*ST,2011-07-25
67,*ST,2011-07-26
68,*ST,2011-07-27
69,*ST,2011-07-28
70,*ST,2011-07-29
71,*ST,2011-08-01
72,*ST,2011-08-02
73,*ST,2011-08-03
74,*ST,2011-08-04
75,*ST,2011-08-05
76,*ST,2011-08-08
77,*ST,2011-08-09
78,*ST,2011-08-10
79,*ST,2011-08-11
80,*ST,2011-08-12
81,*ST,2011-08-15
82,*ST,2011-08-16
83,*ST,2011-08-17
84,*ST,2011-08-18
85,*ST,2011-08-19
86,*ST,2011-08-22
87,*ST,2011-08-23
88,*ST,2011-08-24
89,*ST,2011-08-25
90,*ST,2011-08-26
91,*ST,2011-08-29
92,*ST,2011-08-30
93,*ST,2011-08-31
94,*ST,2011-09-01
95,*ST,2011-09-02
96,*ST,2011-09-05
97,*ST,2011-09-06
98,*ST,2011-09-07
99,*ST,2011-09-08
100,*ST,2011-09-09
101,*ST,2011-09-13
102,*ST,2011-09-14
103,*ST,2011-09-15
104,*ST,2011-09-16
105,*ST,2011-09-19
106,*ST,2011-09-20
107,*ST,2011-09-21
108,*ST,2011-09-22
109,*ST,2011-09-23
110,*ST,2011-09-26
111,*ST,2011-09-27
112,*ST,2011-09-28
113,*ST,2011-09-29
114,*ST,2011-09-30
115,*ST,2011-10-10
116,*ST,2011-10-11
117,*ST,2011-10-12
118,*ST,2011-10-13
119,*ST,2011-10-14
120,*ST,2011-10-17
121,*ST,2011-10-18
122,*ST,2011-10-19
123,*ST,2011-10-20
124,*ST,2011-10-21
125,*ST,2011-10-24
126,*ST,2011-10-25
127,*ST,2011-10-26
128,*ST,2011-10-27
129,*ST,2011-10-28
130,*ST,2011-10-31
131,*ST,2011-11-01
132,*ST,2011-11-02
133,*ST,2011-11-03
134,*ST,2011-11-04
135,*ST,2011-11-07
136,*ST,2011-11-08
137,*ST,2011-11-09
138,*ST,2011-11-10
139,*ST,2011-11-11
140,*ST,2011-11-14
141,*ST,2011-11-15
142,*ST,2011-11-16
143,*ST,2011-11-17
144,*ST,2011-11-18
145,*ST,2011-11-21
146,*ST,2011-11-22
147,*ST,2011-11-23
148,*ST,2011-11-24
149,*ST,2011-11-25
150,*ST,2011-11-28
151,*ST,2011-11-29
152,*ST,2011-11-30
153,*ST,2011-12-01
154,*ST,2011-12-02
155,*ST,2011-12-05
156,*ST,2011-12-06
157,*ST,2011-12-07
158,*ST,2011-12-08
159,*ST,2011-12-09
160,*ST,2011-12-12
161,*ST,2011-12-13
162,*ST,2011-12-14
163,*ST,2011-12-15
164,*ST,2011-12-16
165,*ST,2011-12-19
166,*ST,2011-12-20
167,*ST,2011-12-21
168,*ST,2011-12-22
169,*ST,2011-12-23
170,*ST,2011-12-26
171,*ST,2011-12-27
172,*ST,2011-12-28
173,*ST,2011-12-29
174,*ST,2011-12-30
175,*ST,2012-01-04
176,*ST,2012-01-05
177,*ST,2012-01-06
178,*ST,2012-01-09
179,*ST,2012-01-10
180,*ST,2012-01-11
181,*ST,2012-01-12
182,*ST,2012-01-13
183,*ST,2012-01-16
184,*ST,2012-01-17
185,*ST,2012-01-18
186,*ST,2012-01-19
187,*ST,2012-01-20
188,*ST,2012-01-30
189,*ST,2012-01-31
190,*ST,2012-02-01
191,*ST,2012-02-02
192,*ST,2012-02-03
193,*ST,2012-02-06
194,*ST,2012-02-07
195,*ST,2012-02-08
196,*ST,2012-02-09
197,*ST,2012-02-10
