,STflg,tradeDate
0,*ST,2014-05-05
1,*ST,2014-05-06
2,*ST,2014-05-07
3,*ST,2014-05-08
4,*ST,2014-05-09
5,*ST,2014-05-12
6,*ST,2014-05-13
7,*ST,2014-05-14
8,*ST,2014-05-15
9,*ST,2014-05-16
10,*ST,2014-05-19
11,*ST,2014-05-20
12,*ST,2014-05-21
13,*ST,2014-05-22
14,*ST,2014-05-23
15,*ST,2014-05-26
16,*ST,2014-05-27
17,*ST,2014-05-28
18,*ST,2014-05-29
19,*ST,2014-05-30
20,*ST,2014-06-03
21,*ST,2014-06-04
22,*ST,2014-06-05
23,*ST,2014-06-06
24,*ST,2014-06-09
25,*ST,2014-06-10
26,*ST,2014-06-11
27,*ST,2014-06-12
28,*ST,2014-06-13
29,*ST,2014-06-16
30,*ST,2014-06-17
31,*ST,2014-06-18
32,*ST,2014-06-19
33,*ST,2014-06-20
34,*ST,2014-06-23
35,*ST,2014-06-24
36,*ST,2014-06-25
37,*ST,2014-06-26
38,*ST,2014-06-27
39,*ST,2014-06-30
40,*ST,2014-07-01
41,*ST,2014-07-02
42,*ST,2014-07-03
43,*ST,2014-07-04
44,*ST,2014-07-07
45,*ST,2014-07-08
46,*ST,2014-07-09
47,*ST,2014-07-10
48,*ST,2014-07-11
49,*ST,2014-07-14
50,*ST,2014-07-15
51,*ST,2014-07-16
52,*ST,2014-07-17
53,*ST,2014-07-18
54,*ST,2014-07-21
55,*ST,2014-07-22
56,*ST,2014-07-23
57,*ST,2014-07-24
58,*ST,2014-07-25
59,*ST,2014-07-28
60,*ST,2014-07-29
61,*ST,2014-07-30
62,*ST,2014-07-31
63,*ST,2014-08-01
64,*ST,2014-08-04
65,*ST,2014-08-05
66,*ST,2014-08-06
67,*ST,2014-08-07
68,*ST,2014-08-08
69,*ST,2014-08-11
70,*ST,2014-08-12
71,*ST,2014-08-13
72,*ST,2014-08-14
73,*ST,2014-08-15
74,*ST,2014-08-18
75,*ST,2014-08-19
76,*ST,2014-08-20
77,*ST,2014-08-21
78,*ST,2014-08-22
79,*ST,2014-08-25
80,*ST,2014-08-26
81,*ST,2014-08-27
82,*ST,2014-08-28
83,*ST,2014-08-29
84,*ST,2014-09-01
85,*ST,2014-09-02
86,*ST,2014-09-03
87,*ST,2014-09-04
88,*ST,2014-09-05
89,*ST,2014-09-09
90,*ST,2014-09-10
91,*ST,2014-09-11
92,*ST,2014-09-12
93,*ST,2014-09-15
94,*ST,2014-09-16
95,*ST,2014-09-17
96,*ST,2014-09-18
97,*ST,2014-09-19
98,*ST,2014-09-22
99,*ST,2014-09-23
100,*ST,2014-09-24
101,*ST,2014-09-25
102,*ST,2014-09-26
103,*ST,2014-09-29
104,*ST,2014-09-30
105,*ST,2014-10-08
106,*ST,2014-10-09
107,*ST,2014-10-10
108,*ST,2014-10-13
109,*ST,2014-10-14
110,*ST,2014-10-15
111,*ST,2014-10-16
112,*ST,2014-10-17
113,*ST,2014-10-20
114,*ST,2014-10-21
115,*ST,2014-10-22
116,*ST,2014-10-23
117,*ST,2014-10-24
118,*ST,2014-10-27
119,*ST,2014-10-28
120,*ST,2014-10-29
121,*ST,2014-10-30
122,*ST,2014-10-31
123,*ST,2014-11-03
124,*ST,2014-11-04
125,*ST,2014-11-05
126,*ST,2014-11-06
127,*ST,2014-11-07
128,*ST,2014-11-10
129,*ST,2014-11-11
130,*ST,2014-11-12
131,*ST,2014-11-13
132,*ST,2014-11-14
133,*ST,2014-11-17
134,*ST,2014-11-18
135,*ST,2014-11-19
136,*ST,2014-11-20
137,*ST,2014-11-21
138,*ST,2014-11-24
139,*ST,2014-11-25
140,*ST,2014-11-26
141,*ST,2014-11-27
142,*ST,2014-11-28
143,*ST,2014-12-01
144,*ST,2014-12-02
145,*ST,2014-12-03
146,*ST,2014-12-04
147,*ST,2014-12-05
148,*ST,2014-12-08
149,*ST,2014-12-09
150,*ST,2014-12-10
151,*ST,2014-12-11
152,*ST,2014-12-12
153,*ST,2014-12-15
154,*ST,2014-12-16
155,*ST,2014-12-17
156,*ST,2014-12-18
157,*ST,2014-12-19
158,*ST,2014-12-22
159,*ST,2014-12-23
160,*ST,2014-12-24
161,*ST,2014-12-25
162,*ST,2014-12-26
163,*ST,2014-12-29
164,*ST,2014-12-30
165,*ST,2014-12-31
166,*ST,2015-01-05
167,*ST,2015-01-06
168,*ST,2015-01-07
169,*ST,2015-01-08
170,*ST,2015-01-09
171,*ST,2015-01-12
172,*ST,2015-01-13
173,*ST,2015-01-14
174,*ST,2015-01-15
175,*ST,2015-01-16
176,*ST,2015-01-19
177,*ST,2015-01-20
178,*ST,2015-01-21
179,*ST,2015-01-22
180,*ST,2015-01-23
181,*ST,2015-01-26
182,*ST,2015-01-27
183,*ST,2015-01-28
184,*ST,2015-01-29
185,*ST,2015-01-30
186,*ST,2015-02-02
187,*ST,2015-02-03
188,*ST,2015-02-04
189,*ST,2015-02-05
190,*ST,2015-02-06
191,*ST,2015-02-09
192,*ST,2015-02-10
193,*ST,2015-02-11
194,*ST,2015-02-12
195,*ST,2015-02-13
196,*ST,2015-02-16
197,*ST,2015-02-17
