,STflg,tradeDate
0,*ST,2014-04-22
1,*ST,2014-04-23
2,*ST,2014-04-24
3,*ST,2014-04-25
4,*ST,2014-04-28
5,*ST,2014-04-29
6,*ST,2014-04-30
7,*ST,2014-05-05
8,*ST,2014-05-06
9,*ST,2014-05-07
10,*ST,2014-05-08
11,*ST,2014-05-09
12,*ST,2014-05-12
13,*ST,2014-05-13
14,*ST,2014-05-14
15,*ST,2014-05-15
16,*ST,2014-05-16
17,*ST,2014-05-19
18,*ST,2014-05-20
19,*ST,2014-05-21
20,*ST,2014-05-22
21,*ST,2014-05-23
22,*ST,2014-05-26
23,*ST,2014-05-27
24,*ST,2014-05-28
25,*ST,2014-05-29
26,*ST,2014-05-30
27,*ST,2014-06-03
28,*ST,2014-06-04
29,*ST,2014-06-05
30,*ST,2014-06-06
31,*ST,2014-06-09
32,*ST,2014-06-10
33,*ST,2014-06-11
34,*ST,2014-06-12
35,*ST,2014-06-13
36,*ST,2014-06-16
37,*ST,2014-06-17
38,*ST,2014-06-18
39,*ST,2014-06-19
40,*ST,2014-06-20
41,*ST,2014-06-23
42,*ST,2014-06-24
43,*ST,2014-06-25
44,*ST,2014-06-26
45,*ST,2014-06-27
46,*ST,2014-06-30
47,*ST,2014-07-01
48,*ST,2014-07-02
49,*ST,2014-07-03
50,*ST,2014-07-04
51,*ST,2014-07-07
52,*ST,2014-07-08
53,*ST,2014-07-09
54,*ST,2014-07-10
55,*ST,2014-07-11
56,*ST,2014-07-14
57,*ST,2014-07-15
58,*ST,2014-07-16
59,*ST,2014-07-17
60,*ST,2014-07-18
61,*ST,2014-07-21
62,*ST,2014-07-22
63,*ST,2014-07-23
64,*ST,2014-07-24
65,*ST,2014-07-25
66,*ST,2014-07-28
67,*ST,2014-07-29
68,*ST,2014-07-30
69,*ST,2014-07-31
70,*ST,2014-08-01
71,*ST,2014-08-04
72,*ST,2014-08-05
73,*ST,2014-08-06
74,*ST,2014-08-07
75,*ST,2014-08-08
76,*ST,2014-08-11
77,*ST,2014-08-12
78,*ST,2014-08-13
79,*ST,2014-08-14
80,*ST,2014-08-15
81,*ST,2014-08-18
82,*ST,2014-08-19
83,*ST,2014-08-20
84,*ST,2014-08-21
85,*ST,2014-08-22
86,*ST,2014-08-25
87,*ST,2014-08-26
88,*ST,2014-08-27
89,*ST,2014-08-28
90,*ST,2014-08-29
91,*ST,2014-09-01
92,*ST,2014-09-02
93,*ST,2014-09-03
94,*ST,2014-09-04
95,*ST,2014-09-05
96,*ST,2014-09-09
97,*ST,2014-09-10
98,*ST,2014-09-11
99,*ST,2014-09-12
100,*ST,2014-09-15
101,*ST,2014-09-16
102,*ST,2014-09-17
103,*ST,2014-09-18
104,*ST,2014-09-19
105,*ST,2014-09-22
106,*ST,2014-09-23
107,*ST,2014-09-24
108,*ST,2014-09-25
109,*ST,2014-09-26
110,*ST,2014-09-29
111,*ST,2014-09-30
112,*ST,2014-10-08
113,*ST,2014-10-09
114,*ST,2014-10-10
115,*ST,2014-10-13
116,*ST,2014-10-14
117,*ST,2014-10-15
118,*ST,2014-10-16
119,*ST,2014-10-17
120,*ST,2014-10-20
121,*ST,2014-10-21
122,*ST,2014-10-22
123,*ST,2014-10-23
124,*ST,2014-10-24
125,*ST,2014-10-27
126,*ST,2014-10-28
127,*ST,2014-10-29
128,*ST,2014-10-30
129,*ST,2014-10-31
130,*ST,2014-11-03
131,*ST,2014-11-04
132,*ST,2014-11-05
133,*ST,2014-11-06
134,*ST,2014-11-07
135,*ST,2014-11-10
136,*ST,2014-11-11
137,*ST,2014-11-12
138,*ST,2014-11-13
139,*ST,2014-11-14
140,*ST,2014-11-17
141,*ST,2014-11-18
142,*ST,2014-11-19
143,*ST,2014-11-20
144,*ST,2014-11-21
145,*ST,2014-11-24
146,*ST,2014-11-25
147,*ST,2014-11-26
148,*ST,2014-11-27
149,*ST,2014-11-28
150,*ST,2014-12-01
151,*ST,2014-12-02
152,*ST,2014-12-03
153,*ST,2014-12-04
154,*ST,2014-12-05
155,*ST,2014-12-08
156,*ST,2014-12-09
157,*ST,2014-12-10
158,*ST,2014-12-11
159,*ST,2014-12-12
160,*ST,2014-12-15
161,*ST,2014-12-16
162,*ST,2014-12-17
163,*ST,2014-12-18
164,*ST,2014-12-19
165,*ST,2014-12-22
166,*ST,2014-12-23
167,*ST,2014-12-24
168,*ST,2014-12-25
169,*ST,2014-12-26
170,*ST,2014-12-29
171,*ST,2014-12-30
172,*ST,2014-12-31
173,*ST,2015-01-05
174,*ST,2015-01-06
175,*ST,2015-01-07
176,*ST,2015-01-08
177,*ST,2015-01-09
178,*ST,2015-01-12
179,*ST,2015-01-13
180,*ST,2015-01-14
181,*ST,2015-01-15
182,*ST,2015-01-16
183,*ST,2015-01-19
184,*ST,2015-01-20
185,*ST,2015-01-21
186,*ST,2015-01-22
187,*ST,2015-01-23
188,*ST,2015-01-26
189,*ST,2015-01-27
190,*ST,2015-01-28
191,*ST,2015-01-29
192,*ST,2015-01-30
193,*ST,2015-02-02
194,*ST,2015-02-03
195,*ST,2015-02-04
196,*ST,2015-02-05
197,*ST,2015-02-06
198,*ST,2015-02-09
199,*ST,2015-02-10
200,*ST,2015-02-11
201,*ST,2015-02-12
202,*ST,2015-02-13
203,*ST,2015-02-16
204,*ST,2015-02-17
205,*ST,2015-02-25
206,*ST,2015-02-26
207,*ST,2015-02-27
208,*ST,2015-03-02
209,*ST,2015-03-03
210,*ST,2015-03-04
211,*ST,2015-03-05
212,*ST,2015-03-06
213,*ST,2015-03-09
214,*ST,2015-03-10
215,*ST,2015-03-11
216,*ST,2015-03-12
217,*ST,2015-03-13
218,*ST,2015-03-16
219,*ST,2015-03-17
220,*ST,2015-03-18
221,*ST,2015-03-19
222,*ST,2015-03-20
223,*ST,2015-03-23
224,*ST,2015-03-24
225,*ST,2015-03-25
226,*ST,2015-03-26
227,*ST,2015-03-27
228,*ST,2015-03-30
229,*ST,2015-03-31
230,*ST,2015-04-01
231,*ST,2015-04-02
