,STflg,tradeDate
0,*ST,2015-04-09
1,*ST,2015-04-10
2,*ST,2015-04-13
3,*ST,2015-04-14
4,*ST,2015-04-15
5,*ST,2015-04-16
6,*ST,2015-04-17
7,*ST,2015-04-20
8,*ST,2015-04-21
9,*ST,2015-04-22
10,*ST,2015-04-23
11,*ST,2015-04-24
12,*ST,2015-04-27
13,*ST,2015-04-28
14,*ST,2015-04-29
15,*ST,2015-04-30
16,*ST,2015-05-04
17,*ST,2015-05-05
18,*ST,2015-05-06
19,*ST,2015-05-07
20,*ST,2015-05-08
21,*ST,2015-05-11
22,*ST,2015-05-12
23,*ST,2015-05-13
24,*ST,2015-05-14
25,*ST,2015-05-15
26,*ST,2015-05-18
27,*ST,2015-05-19
28,*ST,2015-05-20
29,*ST,2015-05-21
30,*ST,2015-05-22
31,*ST,2015-05-25
32,*ST,2015-05-26
33,*ST,2015-05-27
34,*ST,2015-05-28
35,*ST,2015-05-29
36,*ST,2015-06-01
37,*ST,2015-06-02
38,*ST,2015-06-03
39,*ST,2015-06-04
40,*ST,2015-06-05
41,*ST,2015-06-08
42,*ST,2015-06-09
43,*ST,2015-06-10
44,*ST,2015-06-11
45,*ST,2015-06-12
46,*ST,2015-06-15
47,*ST,2015-06-16
48,*ST,2015-06-17
49,*ST,2015-06-18
50,*ST,2015-06-19
51,*ST,2015-06-23
52,*ST,2015-06-24
53,*ST,2015-06-25
54,*ST,2015-06-26
55,*ST,2015-06-29
56,*ST,2015-06-30
57,*ST,2015-07-01
58,*ST,2015-07-02
59,*ST,2015-07-03
60,*ST,2015-07-06
61,*ST,2015-07-07
62,*ST,2015-07-08
63,*ST,2015-07-09
64,*ST,2015-07-10
65,*ST,2015-07-13
66,*ST,2015-07-14
67,*ST,2015-07-15
68,*ST,2015-07-16
69,*ST,2015-07-17
70,*ST,2015-07-20
71,*ST,2015-07-21
72,*ST,2015-07-22
73,*ST,2015-07-23
74,*ST,2015-07-24
75,*ST,2015-07-27
76,*ST,2015-07-28
77,*ST,2015-07-29
78,*ST,2015-07-30
79,*ST,2015-07-31
80,*ST,2015-08-03
81,*ST,2015-08-04
82,*ST,2015-08-05
83,*ST,2015-08-06
84,*ST,2015-08-07
85,*ST,2015-08-10
86,*ST,2015-08-11
87,*ST,2015-08-12
88,*ST,2015-08-13
89,*ST,2015-08-14
90,*ST,2015-08-17
91,*ST,2015-08-18
92,*ST,2015-08-19
93,*ST,2015-08-20
94,*ST,2015-08-21
95,*ST,2015-08-24
96,*ST,2015-08-25
97,*ST,2015-08-26
98,*ST,2015-08-27
99,*ST,2015-08-28
100,*ST,2015-08-31
101,*ST,2015-09-01
102,*ST,2015-09-02
103,*ST,2015-09-07
104,*ST,2015-09-08
105,*ST,2015-09-09
106,*ST,2015-09-10
107,*ST,2015-09-11
108,*ST,2015-09-14
109,*ST,2015-09-15
110,*ST,2015-09-16
111,*ST,2015-09-17
112,*ST,2015-09-18
113,*ST,2015-09-21
114,*ST,2015-09-22
115,*ST,2015-09-23
116,*ST,2015-09-24
117,*ST,2015-09-25
118,*ST,2015-09-28
119,*ST,2015-09-29
120,*ST,2015-09-30
121,*ST,2015-10-08
122,*ST,2015-10-09
123,*ST,2015-10-12
124,*ST,2015-10-13
125,*ST,2015-10-14
126,*ST,2015-10-15
127,*ST,2015-10-16
128,*ST,2015-10-19
129,*ST,2015-10-20
130,*ST,2015-10-21
131,*ST,2015-10-22
132,*ST,2015-10-23
133,*ST,2015-10-26
134,*ST,2015-10-27
135,*ST,2015-10-28
136,*ST,2015-10-29
137,*ST,2015-10-30
138,*ST,2015-11-02
139,*ST,2015-11-03
140,*ST,2015-11-04
141,*ST,2015-11-05
142,*ST,2015-11-06
143,*ST,2015-11-09
144,*ST,2015-11-10
145,*ST,2015-11-11
146,*ST,2015-11-12
147,*ST,2015-11-13
148,*ST,2015-11-16
149,*ST,2015-11-17
150,*ST,2015-11-18
151,*ST,2015-11-19
152,*ST,2015-11-20
153,*ST,2015-11-23
154,*ST,2015-11-24
155,*ST,2015-11-25
156,*ST,2015-11-26
157,*ST,2015-11-27
158,*ST,2015-11-30
159,*ST,2015-12-01
160,*ST,2015-12-02
161,*ST,2015-12-03
162,*ST,2015-12-04
163,*ST,2015-12-07
164,*ST,2015-12-08
165,*ST,2015-12-09
166,*ST,2015-12-10
167,*ST,2015-12-11
168,*ST,2015-12-14
169,*ST,2015-12-15
170,*ST,2015-12-16
171,*ST,2015-12-17
172,*ST,2015-12-18
173,*ST,2015-12-21
174,*ST,2015-12-22
175,*ST,2015-12-23
176,*ST,2015-12-24
177,*ST,2015-12-25
178,*ST,2015-12-28
179,*ST,2015-12-29
180,*ST,2015-12-30
181,*ST,2015-12-31
182,*ST,2016-01-04
183,*ST,2016-01-05
184,*ST,2016-01-06
185,*ST,2016-01-07
186,*ST,2016-01-08
187,*ST,2016-01-11
188,*ST,2016-01-12
189,*ST,2016-01-13
190,*ST,2016-01-14
191,*ST,2016-01-15
192,*ST,2016-01-18
193,*ST,2016-01-19
194,*ST,2016-01-20
195,*ST,2016-01-21
196,*ST,2016-01-22
197,*ST,2016-01-25
198,*ST,2016-01-26
199,*ST,2016-01-27
200,*ST,2016-01-28
201,*ST,2016-01-29
202,*ST,2016-02-01
203,*ST,2016-02-02
204,*ST,2016-02-03
205,*ST,2016-02-04
206,*ST,2016-02-05
207,*ST,2016-02-15
208,*ST,2016-02-16
209,*ST,2016-02-17
210,*ST,2016-02-18
211,*ST,2016-02-19
