,STflg,tradeDate
0,ST,2010-10-20
1,ST,2010-10-21
2,ST,2010-10-22
3,ST,2010-10-25
4,ST,2010-10-26
5,ST,2010-10-27
6,ST,2010-10-28
7,ST,2010-10-29
8,ST,2010-11-01
9,ST,2010-11-02
10,ST,2010-11-03
11,ST,2010-11-04
12,ST,2010-11-05
13,ST,2010-11-08
14,ST,2010-11-09
15,ST,2010-11-10
16,ST,2010-11-11
17,ST,2010-11-12
18,ST,2010-11-15
19,ST,2010-11-16
20,ST,2010-11-17
21,ST,2010-11-18
22,ST,2010-11-19
23,ST,2010-11-22
24,ST,2010-11-23
25,ST,2010-11-24
26,ST,2010-11-25
27,ST,2010-11-26
28,ST,2010-11-29
29,ST,2010-11-30
30,ST,2010-12-01
31,ST,2010-12-02
32,ST,2010-12-03
33,ST,2010-12-06
34,ST,2010-12-07
35,ST,2010-12-08
36,ST,2010-12-09
37,ST,2010-12-10
38,ST,2010-12-13
39,ST,2010-12-14
40,ST,2010-12-15
41,ST,2010-12-16
42,ST,2010-12-17
43,ST,2010-12-20
44,ST,2010-12-21
45,ST,2010-12-22
46,ST,2010-12-23
47,ST,2010-12-24
48,ST,2010-12-27
49,ST,2010-12-28
50,ST,2010-12-29
51,ST,2010-12-30
52,ST,2010-12-31
53,ST,2011-01-04
54,ST,2011-01-05
55,ST,2011-01-06
56,ST,2011-01-07
57,ST,2011-01-10
58,ST,2011-01-11
59,ST,2011-01-12
60,ST,2011-01-13
61,ST,2011-01-14
62,ST,2011-01-17
63,ST,2011-01-18
64,ST,2011-01-19
65,ST,2011-01-20
66,ST,2011-01-21
67,ST,2011-01-24
68,ST,2011-01-25
69,ST,2011-01-26
70,ST,2011-01-27
71,ST,2011-01-28
72,ST,2011-01-31
73,ST,2011-02-01
74,ST,2011-02-09
75,ST,2011-02-10
76,ST,2011-02-11
77,ST,2011-02-14
78,ST,2011-02-15
79,ST,2011-02-16
80,ST,2011-02-17
81,ST,2011-02-18
82,ST,2011-02-21
83,ST,2011-02-22
84,ST,2011-02-23
85,ST,2011-02-24
86,ST,2011-02-25
87,ST,2011-02-28
88,ST,2011-03-01
89,ST,2011-03-02
90,ST,2011-03-03
91,ST,2011-03-04
92,ST,2011-03-07
93,ST,2011-03-08
94,ST,2011-03-09
95,ST,2011-03-10
96,ST,2011-03-11
97,ST,2011-03-14
98,ST,2011-03-15
99,ST,2011-03-16
100,ST,2011-03-17
101,ST,2011-03-18
102,ST,2011-03-21
103,ST,2011-03-22
104,ST,2011-03-23
105,ST,2011-03-24
106,ST,2011-03-25
107,ST,2011-03-28
108,ST,2011-03-29
109,ST,2011-03-30
110,ST,2011-03-31
111,ST,2011-04-01
