,STflg,tradeDate
0,*ST,2010-04-06
1,*ST,2010-04-07
2,*ST,2010-04-08
3,*ST,2010-04-09
4,*ST,2010-04-12
5,*ST,2010-04-13
6,*ST,2010-04-14
7,*ST,2010-04-15
8,*ST,2010-04-16
9,*ST,2010-04-19
10,*ST,2010-04-20
11,*ST,2010-04-21
12,*ST,2010-04-22
13,*ST,2010-04-23
14,*ST,2010-04-26
15,*ST,2010-04-27
16,*ST,2010-04-28
17,*ST,2010-04-29
18,*ST,2010-04-30
19,*ST,2010-05-04
20,*ST,2010-05-05
21,*ST,2010-05-06
22,*ST,2010-05-07
23,*ST,2010-05-10
24,*ST,2010-05-11
25,*ST,2010-05-12
26,*ST,2010-05-13
27,*ST,2010-05-14
28,*ST,2010-05-17
29,*ST,2010-05-18
30,*ST,2010-05-19
31,*ST,2010-05-20
32,*ST,2010-05-21
33,*ST,2010-05-24
34,*ST,2010-05-25
35,*ST,2010-05-26
36,*ST,2010-05-27
37,*ST,2010-05-28
38,*ST,2010-05-31
39,*ST,2010-06-01
40,*ST,2010-06-02
41,*ST,2010-06-03
42,*ST,2010-06-04
43,*ST,2010-06-07
44,*ST,2010-06-08
45,*ST,2010-06-09
46,*ST,2010-06-10
47,*ST,2010-06-11
48,*ST,2010-06-17
49,*ST,2010-06-18
50,*ST,2010-06-21
51,*ST,2010-06-22
52,*ST,2010-06-23
53,*ST,2010-06-24
54,*ST,2010-06-25
55,*ST,2010-06-28
56,*ST,2010-06-29
57,*ST,2010-06-30
58,*ST,2010-07-01
59,*ST,2010-07-02
60,*ST,2010-07-05
61,*ST,2010-07-06
62,*ST,2010-07-07
63,*ST,2010-07-08
64,*ST,2010-07-09
65,*ST,2010-07-12
66,*ST,2010-07-13
67,*ST,2010-07-14
68,*ST,2010-07-15
69,*ST,2010-07-16
70,*ST,2010-07-19
71,*ST,2010-07-20
72,*ST,2010-07-21
73,*ST,2010-07-22
74,*ST,2010-07-23
75,*ST,2010-07-26
76,*ST,2010-07-27
77,*ST,2010-07-28
78,*ST,2010-07-29
79,*ST,2010-07-30
80,*ST,2010-08-02
81,*ST,2010-08-03
82,*ST,2010-08-04
83,*ST,2010-08-05
84,*ST,2010-08-06
85,*ST,2010-08-09
86,*ST,2010-08-10
87,*ST,2010-08-11
88,*ST,2010-08-12
89,*ST,2010-08-13
90,*ST,2010-08-16
91,*ST,2010-08-17
92,*ST,2010-08-18
93,*ST,2010-08-19
94,*ST,2010-08-20
95,*ST,2010-08-23
96,*ST,2010-08-24
97,*ST,2010-08-25
98,*ST,2010-08-26
99,*ST,2010-08-27
100,*ST,2010-08-30
101,*ST,2010-08-31
102,*ST,2010-09-01
103,*ST,2010-09-02
104,*ST,2010-09-03
105,*ST,2010-09-06
106,*ST,2010-09-07
107,*ST,2010-09-08
108,*ST,2010-09-09
109,*ST,2010-09-10
110,*ST,2010-09-13
111,*ST,2010-09-14
112,*ST,2010-09-15
113,*ST,2010-09-16
114,*ST,2010-09-17
115,*ST,2010-09-20
116,*ST,2010-09-21
117,*ST,2010-09-27
118,*ST,2010-09-28
119,*ST,2010-09-29
120,*ST,2010-09-30
121,*ST,2010-10-08
122,*ST,2010-10-11
123,*ST,2010-10-12
124,*ST,2010-10-13
125,*ST,2010-10-14
126,*ST,2010-10-15
127,*ST,2010-10-18
128,*ST,2010-10-19
129,*ST,2010-10-20
130,*ST,2010-10-21
131,*ST,2010-10-22
132,*ST,2010-10-25
133,*ST,2010-10-26
134,*ST,2010-10-27
135,*ST,2010-10-28
136,*ST,2010-10-29
137,*ST,2010-11-01
138,*ST,2010-11-02
139,*ST,2010-11-03
140,*ST,2010-11-04
141,*ST,2010-11-05
142,*ST,2010-11-08
143,*ST,2010-11-09
144,*ST,2010-11-10
145,*ST,2010-11-11
146,*ST,2010-11-12
147,*ST,2010-11-15
148,*ST,2010-11-16
149,*ST,2010-11-17
150,*ST,2010-11-18
151,*ST,2010-11-19
152,*ST,2010-11-22
153,*ST,2010-11-23
154,*ST,2010-11-24
155,*ST,2010-11-25
156,*ST,2010-11-26
157,*ST,2010-11-29
158,*ST,2010-11-30
159,*ST,2010-12-01
160,*ST,2010-12-02
161,*ST,2010-12-03
162,*ST,2010-12-06
163,*ST,2010-12-07
164,*ST,2010-12-08
165,*ST,2010-12-09
166,*ST,2010-12-10
167,*ST,2010-12-13
168,*ST,2010-12-14
169,*ST,2010-12-15
170,*ST,2010-12-16
171,*ST,2010-12-17
172,*ST,2010-12-20
173,*ST,2010-12-21
174,*ST,2010-12-22
175,*ST,2010-12-23
176,*ST,2010-12-24
177,*ST,2010-12-27
178,*ST,2010-12-28
179,*ST,2010-12-29
180,*ST,2010-12-30
181,*ST,2010-12-31
182,*ST,2011-01-04
183,*ST,2011-01-05
184,*ST,2011-01-06
185,*ST,2011-01-07
186,*ST,2011-01-10
187,*ST,2011-01-11
188,*ST,2011-01-12
189,*ST,2011-01-13
190,*ST,2011-01-14
191,*ST,2011-01-17
192,*ST,2011-01-18
193,*ST,2011-01-19
194,*ST,2011-01-20
195,*ST,2011-01-21
196,*ST,2011-01-24
197,*ST,2011-01-25
198,*ST,2011-01-26
199,*ST,2011-01-27
200,*ST,2011-01-28
201,*ST,2011-01-31
202,*ST,2011-02-01
203,*ST,2011-02-09
204,*ST,2011-02-10
205,*ST,2011-02-11
206,*ST,2011-02-14
207,*ST,2011-02-15
208,*ST,2011-02-16
209,*ST,2011-02-17
210,*ST,2011-02-18
211,*ST,2011-02-21
212,*ST,2011-02-22
213,*ST,2011-02-23
214,*ST,2011-02-24
215,*ST,2011-02-25
216,*ST,2011-02-28
217,*ST,2011-03-01
218,*ST,2011-03-02
219,*ST,2011-03-03
220,*ST,2011-03-04
221,*ST,2011-03-07
222,*ST,2011-03-08
223,*ST,2011-03-09
224,*ST,2011-03-10
225,*ST,2011-03-11
226,*ST,2011-03-14
227,*ST,2011-03-15
228,*ST,2011-03-16
229,*ST,2011-03-17
230,*ST,2011-03-18
231,*ST,2011-03-21
232,*ST,2011-03-22
233,*ST,2011-03-23
234,*ST,2011-03-24
235,*ST,2011-03-25
236,*ST,2011-03-28
237,*ST,2011-03-29
238,*ST,2011-03-30
239,*ST,2011-03-31
240,*ST,2011-04-01
241,*ST,2011-04-06
242,*ST,2011-04-07
243,*ST,2011-04-08
244,*ST,2011-04-11
245,*ST,2011-04-12
246,*ST,2011-04-13
247,*ST,2011-04-14
248,*ST,2011-04-15
249,*ST,2011-04-18
