,STflg,tradeDate
0,*ST,2013-04-01
1,*ST,2013-04-02
2,*ST,2013-04-03
3,*ST,2013-04-08
4,*ST,2013-04-09
5,*ST,2013-04-10
6,*ST,2013-04-11
7,*ST,2013-04-12
8,*ST,2013-04-15
9,*ST,2013-04-16
10,*ST,2013-04-17
11,*ST,2013-04-18
12,*ST,2013-04-19
13,*ST,2013-04-22
14,*ST,2013-04-23
15,*ST,2013-04-24
16,*ST,2013-04-25
17,*ST,2013-04-26
18,*ST,2013-05-02
19,*ST,2013-05-03
20,*ST,2013-05-06
21,*ST,2013-05-07
22,*ST,2013-05-08
23,*ST,2013-05-09
24,*ST,2013-05-10
25,*ST,2013-05-13
26,*ST,2013-05-14
27,*ST,2013-05-15
28,*ST,2013-05-16
29,*ST,2013-05-17
30,*ST,2013-05-20
31,*ST,2013-05-21
32,*ST,2013-05-22
33,*ST,2013-05-23
34,*ST,2013-05-24
35,*ST,2013-05-27
36,*ST,2013-05-28
37,*ST,2013-05-29
38,*ST,2013-05-30
39,*ST,2013-05-31
40,*ST,2013-06-03
41,*ST,2013-06-04
42,*ST,2013-06-05
43,*ST,2013-06-06
44,*ST,2013-06-07
45,*ST,2013-06-13
46,*ST,2013-06-14
47,*ST,2013-06-17
48,*ST,2013-06-18
49,*ST,2013-06-19
50,*ST,2013-06-20
51,*ST,2013-06-21
52,*ST,2013-06-24
53,*ST,2013-06-25
54,*ST,2013-06-26
55,*ST,2013-06-27
56,*ST,2013-06-28
57,*ST,2013-07-01
58,*ST,2013-07-02
59,*ST,2013-07-03
60,*ST,2013-07-04
61,*ST,2013-07-05
62,*ST,2013-07-08
63,*ST,2013-07-09
64,*ST,2013-07-10
65,*ST,2013-07-11
66,*ST,2013-07-12
67,*ST,2013-07-15
68,*ST,2013-07-16
69,*ST,2013-07-17
70,*ST,2013-07-18
71,*ST,2013-07-19
72,*ST,2013-07-22
73,*ST,2013-07-23
74,*ST,2013-07-24
75,*ST,2013-07-25
76,*ST,2013-07-26
77,*ST,2013-07-29
78,*ST,2013-07-30
79,*ST,2013-07-31
80,*ST,2013-08-01
81,*ST,2013-08-02
82,*ST,2013-08-05
83,*ST,2013-08-06
84,*ST,2013-08-07
85,*ST,2013-08-08
86,*ST,2013-08-09
87,*ST,2013-08-12
88,*ST,2013-08-13
89,*ST,2013-08-14
90,*ST,2013-08-15
91,*ST,2013-08-16
92,*ST,2013-08-19
93,*ST,2013-08-20
94,*ST,2013-08-21
95,*ST,2013-08-22
96,*ST,2013-08-23
97,*ST,2013-08-26
