,STflg,tradeDate
0,*ST,2012-04-24
1,*ST,2012-04-25
2,*ST,2012-04-26
3,*ST,2012-04-27
4,*ST,2012-05-02
5,*ST,2012-05-03
6,*ST,2012-05-04
7,*ST,2012-05-07
8,*ST,2012-05-08
9,*ST,2012-05-09
10,*ST,2012-05-10
11,*ST,2012-05-11
12,*ST,2012-05-14
13,*ST,2012-05-15
14,*ST,2012-05-16
15,*ST,2012-05-17
16,*ST,2012-05-18
17,*ST,2012-05-21
18,*ST,2012-05-22
19,*ST,2012-05-23
20,*ST,2012-05-24
21,*ST,2012-05-25
22,*ST,2012-05-28
23,*ST,2012-05-29
24,*ST,2012-05-30
25,*ST,2012-05-31
26,*ST,2012-06-01
27,*ST,2012-06-04
28,*ST,2012-06-05
29,*ST,2012-06-06
30,*ST,2012-06-07
31,*ST,2012-06-08
32,*ST,2012-06-11
33,*ST,2012-06-12
34,*ST,2012-06-13
35,*ST,2012-06-14
36,*ST,2012-06-15
37,*ST,2012-06-18
38,*ST,2012-06-19
39,*ST,2012-06-20
40,*ST,2012-06-21
41,*ST,2012-06-25
42,*ST,2012-06-26
43,*ST,2012-06-27
44,*ST,2012-06-28
45,*ST,2012-06-29
46,*ST,2012-07-02
47,*ST,2012-07-03
48,*ST,2012-07-04
49,*ST,2012-07-05
50,*ST,2012-07-06
51,*ST,2012-07-09
52,*ST,2012-07-10
53,*ST,2012-07-11
54,*ST,2012-07-12
55,*ST,2012-07-13
56,*ST,2012-07-16
57,*ST,2012-07-17
58,*ST,2012-07-18
59,*ST,2012-07-19
60,*ST,2012-07-20
61,*ST,2012-07-23
62,*ST,2012-07-24
63,*ST,2012-07-25
64,*ST,2012-07-26
65,*ST,2012-07-27
66,*ST,2012-07-30
67,*ST,2012-07-31
68,*ST,2012-08-01
69,*ST,2012-08-02
70,*ST,2012-08-03
71,*ST,2012-08-06
72,*ST,2012-08-07
73,*ST,2012-08-08
74,*ST,2012-08-09
75,*ST,2012-08-10
76,*ST,2012-08-13
77,*ST,2012-08-14
78,*ST,2012-08-15
79,*ST,2012-08-16
80,*ST,2012-08-17
81,*ST,2012-08-20
82,*ST,2012-08-21
83,*ST,2012-08-22
84,*ST,2012-08-23
85,*ST,2012-08-24
86,*ST,2012-08-27
87,*ST,2012-08-28
88,*ST,2012-08-29
89,*ST,2012-08-30
90,*ST,2012-08-31
91,*ST,2012-09-03
92,*ST,2012-09-04
93,*ST,2012-09-05
94,*ST,2012-09-06
95,*ST,2012-09-07
96,*ST,2012-09-10
97,*ST,2012-09-11
98,*ST,2012-09-12
99,*ST,2012-09-13
100,*ST,2012-09-14
101,*ST,2012-09-17
102,*ST,2012-09-18
103,*ST,2012-09-19
104,*ST,2012-09-20
105,*ST,2012-09-21
106,*ST,2012-09-24
107,*ST,2012-09-25
108,*ST,2012-09-26
109,*ST,2012-09-27
110,*ST,2012-09-28
111,*ST,2012-10-08
112,*ST,2012-10-09
113,*ST,2012-10-10
114,*ST,2012-10-11
115,*ST,2012-10-12
116,*ST,2012-10-15
117,*ST,2012-10-16
118,*ST,2012-10-17
119,*ST,2012-10-18
120,*ST,2012-10-19
121,*ST,2012-10-22
122,*ST,2012-10-23
123,*ST,2012-10-24
124,*ST,2012-10-25
125,*ST,2012-10-26
126,*ST,2012-10-29
127,*ST,2012-10-30
128,*ST,2012-10-31
129,*ST,2012-11-01
130,*ST,2012-11-02
131,*ST,2012-11-05
132,*ST,2012-11-06
133,*ST,2012-11-07
134,*ST,2012-11-08
135,*ST,2012-11-09
136,*ST,2012-11-12
137,*ST,2012-11-13
138,*ST,2012-11-14
139,*ST,2012-11-15
140,*ST,2012-11-16
141,*ST,2012-11-19
142,*ST,2012-11-20
143,*ST,2012-11-21
144,*ST,2012-11-22
145,*ST,2012-11-23
146,*ST,2012-11-26
147,*ST,2012-11-27
148,*ST,2012-11-28
149,*ST,2012-11-29
150,*ST,2012-11-30
151,*ST,2012-12-03
152,*ST,2012-12-04
153,*ST,2012-12-05
154,*ST,2012-12-06
155,*ST,2012-12-07
156,*ST,2012-12-10
157,*ST,2012-12-11
158,*ST,2012-12-12
159,*ST,2012-12-13
160,*ST,2012-12-14
161,*ST,2012-12-17
162,*ST,2012-12-18
163,*ST,2012-12-19
164,*ST,2012-12-20
165,*ST,2012-12-21
166,*ST,2012-12-24
167,*ST,2012-12-25
168,*ST,2012-12-26
169,*ST,2012-12-27
170,*ST,2012-12-28
171,*ST,2012-12-31
172,*ST,2013-01-04
173,*ST,2013-01-07
174,*ST,2013-01-08
175,*ST,2013-01-09
176,*ST,2013-01-10
177,*ST,2013-01-11
178,*ST,2013-01-14
179,*ST,2013-01-15
180,*ST,2013-01-16
181,*ST,2013-01-17
182,*ST,2013-01-18
183,*ST,2013-01-21
184,*ST,2013-01-22
185,*ST,2013-01-23
186,*ST,2013-01-24
187,*ST,2013-01-25
188,*ST,2013-01-28
189,*ST,2013-01-29
190,*ST,2013-01-30
191,*ST,2013-01-31
192,*ST,2013-02-01
193,*ST,2013-02-04
194,*ST,2013-02-05
195,*ST,2013-02-06
196,*ST,2013-02-07
197,*ST,2013-02-08
198,*ST,2013-02-18
199,*ST,2013-02-19
200,*ST,2013-02-20
201,*ST,2013-02-21
202,*ST,2013-02-22
203,*ST,2013-02-25
204,*ST,2013-02-26
205,*ST,2013-02-27
206,*ST,2013-02-28
207,*ST,2013-03-01
208,*ST,2013-03-04
209,*ST,2013-03-05
210,*ST,2013-03-06
211,*ST,2013-03-07
212,*ST,2013-03-08
213,*ST,2013-03-11
214,*ST,2013-03-12
215,*ST,2013-03-13
216,*ST,2013-03-14
217,*ST,2013-03-15
218,*ST,2013-03-18
219,*ST,2013-03-19
220,*ST,2013-03-20
221,*ST,2013-03-21
222,*ST,2013-03-22
223,*ST,2013-03-25
224,*ST,2013-03-26
225,*ST,2013-03-27
226,*ST,2013-03-28
227,*ST,2013-03-29
228,*ST,2013-04-01
229,*ST,2013-04-02
230,*ST,2013-04-03
231,*ST,2013-04-08
232,*ST,2013-04-09
233,*ST,2013-04-10
234,*ST,2013-04-11
235,*ST,2013-04-12
236,*ST,2013-04-15
237,*ST,2013-04-16
238,*ST,2013-04-17
239,*ST,2013-04-18
240,*ST,2013-04-19
241,*ST,2013-04-22
242,*ST,2013-04-23
243,*ST,2013-04-24
244,*ST,2013-04-25
245,*ST,2013-04-26
246,*ST,2013-05-02
247,*ST,2013-05-03
248,*ST,2013-05-06
