,STflg,tradeDate
0,*ST,2013-05-03
1,*ST,2013-05-06
2,*ST,2013-05-07
3,*ST,2013-05-08
4,*ST,2013-05-09
5,*ST,2013-05-10
6,*ST,2013-05-13
7,*ST,2013-05-14
8,*ST,2013-05-15
9,*ST,2013-05-16
10,*ST,2013-05-17
11,*ST,2013-05-20
12,*ST,2013-05-21
13,*ST,2013-05-22
14,*ST,2013-05-23
15,*ST,2013-05-24
16,*ST,2013-05-27
17,*ST,2013-05-28
18,*ST,2013-05-29
19,*ST,2013-05-30
20,*ST,2013-05-31
21,*ST,2013-06-03
22,*ST,2013-06-04
23,*ST,2013-06-05
24,*ST,2013-06-06
25,*ST,2013-06-07
26,*ST,2013-06-13
27,*ST,2013-06-14
28,*ST,2013-06-17
29,*ST,2013-06-18
30,*ST,2013-06-19
31,*ST,2013-06-20
32,*ST,2013-06-21
33,*ST,2013-06-24
34,*ST,2013-06-25
35,*ST,2013-06-26
36,*ST,2013-06-27
37,*ST,2013-06-28
38,*ST,2013-07-01
39,*ST,2013-07-02
40,*ST,2013-07-03
41,*ST,2013-07-04
42,*ST,2013-07-05
43,*ST,2013-07-08
44,*ST,2013-07-09
45,*ST,2013-07-10
46,*ST,2013-07-11
47,*ST,2013-07-12
48,*ST,2013-07-15
49,*ST,2013-07-16
50,*ST,2013-07-17
51,*ST,2013-07-18
52,*ST,2013-07-19
53,*ST,2013-07-22
54,*ST,2013-07-23
55,*ST,2013-07-24
56,*ST,2013-07-25
57,*ST,2013-07-26
58,*ST,2013-07-29
59,*ST,2013-07-30
60,*ST,2013-07-31
61,*ST,2013-08-01
62,*ST,2013-08-02
63,*ST,2013-08-05
64,*ST,2013-08-06
65,*ST,2013-08-07
66,*ST,2013-08-08
67,*ST,2013-08-09
68,*ST,2013-08-12
69,*ST,2013-08-13
70,*ST,2013-08-14
71,*ST,2013-08-15
72,*ST,2013-08-16
73,*ST,2013-08-19
74,*ST,2013-08-20
75,*ST,2013-08-21
76,*ST,2013-08-22
77,*ST,2013-08-23
78,*ST,2013-08-26
79,*ST,2013-08-27
80,*ST,2013-08-28
81,*ST,2013-08-29
82,*ST,2013-08-30
83,*ST,2013-09-02
84,*ST,2013-09-03
85,*ST,2013-09-04
86,*ST,2013-09-05
87,*ST,2013-09-06
88,*ST,2013-09-09
89,*ST,2013-09-10
90,*ST,2013-09-11
91,*ST,2013-09-12
92,*ST,2013-09-13
93,*ST,2013-09-16
94,*ST,2013-09-17
95,*ST,2013-09-18
96,*ST,2013-09-23
97,*ST,2013-09-24
98,*ST,2013-09-25
99,*ST,2013-09-26
100,*ST,2013-09-27
101,*ST,2013-09-30
102,*ST,2013-10-08
103,*ST,2013-10-09
104,*ST,2013-10-10
105,*ST,2013-10-11
106,*ST,2013-10-14
107,*ST,2013-10-15
108,*ST,2013-10-16
109,*ST,2013-10-17
110,*ST,2013-10-18
111,*ST,2013-10-21
112,*ST,2013-10-22
113,*ST,2013-10-23
114,*ST,2013-10-24
115,*ST,2013-10-25
116,*ST,2013-10-28
117,*ST,2013-10-29
118,*ST,2013-10-30
119,*ST,2013-10-31
120,*ST,2013-11-01
121,*ST,2013-11-04
122,*ST,2013-11-05
123,*ST,2013-11-06
124,*ST,2013-11-07
125,*ST,2013-11-08
126,*ST,2013-11-11
127,*ST,2013-11-12
128,*ST,2013-11-13
129,*ST,2013-11-14
130,*ST,2013-11-15
131,*ST,2013-11-18
132,*ST,2013-11-19
133,*ST,2013-11-20
134,*ST,2013-11-21
135,*ST,2013-11-22
136,*ST,2013-11-25
137,*ST,2013-11-26
138,*ST,2013-11-27
139,*ST,2013-11-28
140,*ST,2013-11-29
141,*ST,2013-12-02
142,*ST,2013-12-03
143,*ST,2013-12-04
144,*ST,2013-12-05
145,*ST,2013-12-06
146,*ST,2013-12-09
147,*ST,2013-12-10
148,*ST,2013-12-11
149,*ST,2013-12-12
150,*ST,2013-12-13
151,*ST,2013-12-16
152,*ST,2013-12-17
153,*ST,2013-12-18
154,*ST,2013-12-19
155,*ST,2013-12-20
156,*ST,2013-12-23
157,*ST,2013-12-24
158,*ST,2013-12-25
159,*ST,2013-12-26
160,*ST,2013-12-27
161,*ST,2013-12-30
162,*ST,2013-12-31
163,*ST,2014-01-02
164,*ST,2014-01-03
165,*ST,2014-01-06
166,*ST,2014-01-07
167,*ST,2014-01-08
168,*ST,2014-01-09
169,*ST,2014-01-10
170,*ST,2014-01-13
171,*ST,2014-01-14
172,*ST,2014-01-15
173,*ST,2014-01-16
174,*ST,2014-01-17
175,*ST,2014-01-20
176,*ST,2014-01-21
177,*ST,2014-01-22
178,*ST,2014-01-23
179,*ST,2014-01-24
180,*ST,2014-01-27
181,*ST,2014-01-28
182,*ST,2014-01-29
183,*ST,2014-01-30
184,*ST,2014-02-07
185,*ST,2014-02-10
186,*ST,2014-02-11
187,*ST,2014-02-12
188,*ST,2014-02-13
189,*ST,2014-02-14
190,*ST,2014-02-17
191,*ST,2014-02-18
192,*ST,2014-02-19
193,*ST,2014-02-20
194,*ST,2014-02-21
195,*ST,2014-02-24
196,*ST,2014-02-25
197,*ST,2014-02-26
198,*ST,2014-02-27
199,*ST,2014-02-28
200,*ST,2014-03-03
201,*ST,2014-03-04
202,*ST,2014-03-05
203,*ST,2014-03-06
204,*ST,2014-03-07
205,*ST,2014-03-10
206,*ST,2014-03-11
207,*ST,2014-03-12
208,*ST,2014-03-13
209,*ST,2014-03-14
210,*ST,2014-03-17
211,*ST,2014-03-18
212,*ST,2014-03-19
213,*ST,2014-03-20
214,*ST,2014-03-21
215,*ST,2014-03-24
216,*ST,2014-03-25
217,*ST,2014-03-26
218,*ST,2014-03-27
219,*ST,2014-03-28
220,*ST,2014-03-31
221,*ST,2014-04-01
222,*ST,2014-04-02
223,*ST,2014-04-03
224,*ST,2014-04-04
225,*ST,2014-04-08
226,*ST,2014-04-09
227,*ST,2014-04-10
228,*ST,2014-04-11
229,*ST,2014-04-14
230,*ST,2014-04-15
231,*ST,2014-04-16
232,*ST,2014-04-17
233,*ST,2014-04-18
234,*ST,2014-04-21
235,*ST,2014-04-22
236,*ST,2014-04-23
