,STflg,tradeDate
0,*ST,2010-04-20
1,*ST,2010-04-21
2,*ST,2010-04-22
3,*ST,2010-04-23
4,*ST,2010-04-26
5,*ST,2010-04-27
6,*ST,2010-04-28
7,*ST,2010-04-29
8,*ST,2010-04-30
9,*ST,2010-05-04
10,*ST,2010-05-05
11,*ST,2010-05-06
12,*ST,2010-05-07
13,*ST,2010-05-10
14,*ST,2010-05-11
15,*ST,2010-05-12
16,*ST,2010-05-13
17,*ST,2010-05-14
18,*ST,2010-05-17
19,*ST,2010-05-18
20,*ST,2010-05-19
21,*ST,2010-05-20
22,*ST,2010-05-21
23,*ST,2010-05-24
24,*ST,2010-05-25
25,*ST,2010-05-26
26,*ST,2010-05-27
27,*ST,2010-05-28
28,*ST,2010-05-31
29,*ST,2010-06-01
30,*ST,2010-06-02
31,*ST,2010-06-03
32,*ST,2010-06-04
33,*ST,2010-06-07
34,*ST,2010-06-08
35,*ST,2010-06-09
36,*ST,2010-06-10
37,*ST,2010-06-11
38,*ST,2010-06-17
39,*ST,2010-06-18
40,*ST,2010-06-21
41,*ST,2010-06-22
42,*ST,2010-06-23
43,*ST,2010-06-24
44,*ST,2010-06-25
45,*ST,2010-06-28
46,*ST,2010-06-29
47,*ST,2010-06-30
48,*ST,2010-07-01
49,*ST,2010-07-02
50,*ST,2010-07-05
51,*ST,2010-07-06
52,*ST,2010-07-07
53,*ST,2010-07-08
54,*ST,2010-07-09
55,*ST,2010-07-12
56,*ST,2010-07-13
57,*ST,2010-07-14
58,*ST,2010-07-15
59,*ST,2010-07-16
60,*ST,2010-07-19
61,*ST,2010-07-20
62,*ST,2010-07-21
63,*ST,2010-07-22
64,*ST,2010-07-23
65,*ST,2010-07-26
66,*ST,2010-07-27
67,*ST,2010-07-28
68,*ST,2010-07-29
69,*ST,2010-07-30
70,*ST,2010-08-02
71,*ST,2010-08-03
72,*ST,2010-08-04
73,*ST,2010-08-05
74,*ST,2010-08-06
75,*ST,2010-08-09
76,*ST,2010-08-10
77,*ST,2010-08-11
78,*ST,2010-08-12
79,*ST,2010-08-13
80,*ST,2010-08-16
81,*ST,2010-08-17
82,*ST,2010-08-18
83,*ST,2010-08-19
84,*ST,2010-08-20
85,*ST,2010-08-23
86,*ST,2010-08-24
87,*ST,2010-08-25
88,*ST,2010-08-26
89,*ST,2010-08-27
90,*ST,2010-08-30
91,*ST,2010-08-31
92,*ST,2010-09-01
93,*ST,2010-09-02
94,*ST,2010-09-03
95,*ST,2010-09-06
96,*ST,2010-09-07
97,*ST,2010-09-08
98,*ST,2010-09-09
99,*ST,2010-09-10
100,*ST,2010-09-13
101,*ST,2010-09-14
102,*ST,2010-09-15
103,*ST,2010-09-16
104,*ST,2010-09-17
105,*ST,2010-09-20
106,*ST,2010-09-21
107,*ST,2010-09-27
108,*ST,2010-09-28
109,*ST,2010-09-29
110,*ST,2010-09-30
111,*ST,2010-10-08
112,*ST,2010-10-11
113,*ST,2010-10-12
114,*ST,2010-10-13
115,*ST,2010-10-14
116,*ST,2010-10-15
117,*ST,2010-10-18
118,*ST,2010-10-19
119,*ST,2010-10-20
120,*ST,2010-10-21
121,*ST,2010-10-22
122,*ST,2010-10-25
123,*ST,2010-10-26
124,*ST,2010-10-27
125,*ST,2010-10-28
126,*ST,2010-10-29
127,*ST,2010-11-01
128,*ST,2010-11-02
129,*ST,2010-11-03
130,*ST,2010-11-04
131,*ST,2010-11-05
132,*ST,2010-11-08
133,*ST,2010-11-09
134,*ST,2010-11-10
135,*ST,2010-11-11
136,*ST,2010-11-12
137,*ST,2010-11-15
138,*ST,2010-11-16
139,*ST,2010-11-17
140,*ST,2010-11-18
141,*ST,2010-11-19
142,*ST,2010-11-22
143,*ST,2010-11-23
144,*ST,2010-11-24
145,*ST,2010-11-25
146,*ST,2010-11-26
147,*ST,2010-11-29
148,*ST,2010-11-30
149,*ST,2010-12-01
150,*ST,2010-12-02
151,*ST,2010-12-03
152,*ST,2010-12-06
153,*ST,2010-12-07
154,*ST,2010-12-08
155,*ST,2010-12-09
156,*ST,2010-12-10
157,*ST,2010-12-13
158,*ST,2010-12-14
159,*ST,2010-12-15
160,*ST,2010-12-16
161,*ST,2010-12-17
162,*ST,2010-12-20
163,*ST,2010-12-21
164,*ST,2010-12-22
165,*ST,2010-12-23
166,*ST,2010-12-24
167,*ST,2010-12-27
168,*ST,2010-12-28
169,*ST,2010-12-29
170,*ST,2010-12-30
171,*ST,2010-12-31
172,*ST,2011-01-04
173,*ST,2011-01-05
174,*ST,2011-01-06
175,*ST,2011-01-07
176,*ST,2011-01-10
177,*ST,2011-01-11
178,*ST,2011-01-12
179,*ST,2011-01-13
180,*ST,2011-01-14
181,*ST,2011-01-17
182,*ST,2011-01-18
183,*ST,2011-01-19
184,*ST,2011-01-20
185,*ST,2011-01-21
186,*ST,2011-01-24
187,*ST,2011-01-25
188,*ST,2011-01-26
189,*ST,2011-01-27
190,*ST,2011-01-28
191,*ST,2011-01-31
192,*ST,2011-02-01
193,*ST,2011-02-09
194,*ST,2011-02-10
195,*ST,2011-02-11
196,*ST,2011-02-14
197,*ST,2011-02-15
198,*ST,2011-02-16
199,*ST,2011-02-17
200,*ST,2011-02-18
201,*ST,2011-02-21
202,*ST,2011-02-22
203,*ST,2011-02-23
204,*ST,2011-02-24
205,*ST,2011-02-25
206,*ST,2011-02-28
207,*ST,2011-03-01
208,*ST,2011-03-02
209,*ST,2011-03-03
210,*ST,2011-03-04
211,*ST,2011-03-07
212,*ST,2011-03-08
213,*ST,2011-03-09
214,*ST,2011-03-10
215,*ST,2011-03-11
216,*ST,2011-03-14
217,*ST,2011-03-15
218,*ST,2011-03-16
219,*ST,2011-03-17
220,*ST,2011-03-18
221,*ST,2011-03-21
222,*ST,2011-03-22
223,*ST,2011-03-23
224,*ST,2011-03-24
225,*ST,2011-03-25
226,*ST,2011-03-28
227,*ST,2011-03-29
228,*ST,2011-03-30
229,*ST,2011-03-31
230,*ST,2011-04-01
231,*ST,2011-04-06
232,*ST,2011-04-07
233,*ST,2011-04-08
234,*ST,2011-04-11
235,*ST,2011-04-12
236,*ST,2011-04-13
237,*ST,2011-04-14
238,*ST,2011-04-15
239,*ST,2011-04-18
240,*ST,2011-04-19
241,*ST,2011-04-20
242,*ST,2011-04-21
243,*ST,2011-04-22
244,*ST,2011-04-25
245,*ST,2011-04-26
246,*ST,2011-04-27
247,*ST,2011-04-28
248,*ST,2011-04-29
249,*ST,2011-05-03
250,*ST,2011-05-04
251,*ST,2011-05-05
252,*ST,2011-05-06
253,*ST,2011-05-09
254,*ST,2011-05-10
255,*ST,2011-05-11
256,*ST,2011-05-12
257,*ST,2011-05-13
258,*ST,2011-05-16
259,*ST,2011-05-17
260,*ST,2011-05-18
261,*ST,2011-05-19
262,*ST,2011-05-20
263,*ST,2011-05-23
264,*ST,2011-05-24
265,*ST,2011-05-25
266,*ST,2011-05-26
267,*ST,2011-05-27
268,*ST,2011-05-30
269,*ST,2011-05-31
270,*ST,2011-06-01
271,*ST,2011-06-02
272,*ST,2011-06-03
273,*ST,2011-06-07
274,*ST,2011-06-08
275,*ST,2011-06-09
276,*ST,2011-06-10
277,*ST,2011-06-13
278,*ST,2011-06-14
279,*ST,2011-06-15
280,*ST,2011-06-16
281,*ST,2011-06-17
282,*ST,2011-06-20
283,*ST,2011-06-21
284,*ST,2011-06-22
285,*ST,2011-06-23
286,ST,2011-06-24
287,ST,2011-06-27
288,ST,2011-06-28
289,ST,2011-06-29
290,ST,2011-06-30
291,ST,2011-07-01
292,ST,2011-07-04
293,ST,2011-07-05
294,ST,2011-07-06
295,ST,2011-07-07
296,ST,2011-07-08
297,ST,2011-07-11
298,ST,2011-07-12
299,ST,2011-07-13
300,ST,2011-07-14
301,ST,2011-07-15
302,ST,2011-07-18
303,ST,2011-07-19
304,ST,2011-07-20
305,ST,2011-07-21
306,ST,2011-07-22
307,ST,2011-07-25
308,ST,2011-07-26
309,ST,2011-07-27
310,ST,2011-07-28
311,ST,2011-07-29
312,ST,2011-08-01
313,ST,2011-08-02
314,ST,2011-08-03
315,ST,2011-08-04
316,ST,2011-08-05
317,ST,2011-08-08
318,ST,2011-08-09
319,ST,2011-08-10
320,ST,2011-08-11
321,ST,2011-08-12
322,ST,2011-08-15
323,ST,2011-08-16
324,ST,2011-08-17
325,ST,2011-08-18
326,ST,2011-08-19
327,ST,2011-08-22
328,ST,2011-08-23
329,ST,2011-08-24
330,ST,2011-08-25
331,ST,2011-08-26
332,ST,2011-08-29
333,ST,2011-08-30
334,ST,2011-08-31
335,ST,2011-09-01
336,ST,2011-09-02
337,ST,2011-09-05
338,ST,2011-09-06
339,ST,2011-09-07
340,ST,2011-09-08
341,ST,2011-09-09
342,ST,2011-09-13
343,ST,2011-09-14
344,ST,2011-09-15
345,ST,2011-09-16
346,ST,2011-09-19
347,ST,2011-09-20
348,ST,2011-09-21
349,ST,2011-09-22
350,ST,2011-09-23
351,ST,2011-09-26
352,ST,2011-09-27
353,ST,2011-09-28
354,ST,2011-09-29
355,ST,2011-09-30
356,ST,2011-10-10
357,ST,2011-10-11
358,ST,2011-10-12
359,ST,2011-10-13
360,ST,2011-10-14
361,ST,2011-10-17
362,ST,2011-10-18
363,ST,2011-10-19
364,ST,2011-10-20
365,ST,2011-10-21
366,ST,2011-10-24
367,ST,2011-10-25
368,ST,2011-10-26
369,ST,2011-10-27
370,ST,2011-10-28
371,ST,2011-10-31
372,ST,2011-11-01
373,ST,2011-11-02
374,ST,2011-11-03
375,ST,2011-11-04
376,ST,2011-11-07
377,ST,2011-11-08
378,ST,2011-11-09
379,ST,2011-11-10
380,ST,2011-11-11
381,ST,2011-11-14
382,ST,2011-11-15
383,ST,2011-11-16
384,ST,2011-11-17
385,ST,2011-11-18
386,ST,2011-11-21
387,ST,2011-11-22
388,ST,2011-11-23
389,ST,2011-11-24
390,ST,2011-11-25
391,ST,2011-11-28
392,ST,2011-11-29
393,ST,2011-11-30
394,ST,2011-12-01
395,ST,2011-12-02
396,ST,2011-12-05
397,ST,2011-12-06
398,ST,2011-12-07
399,ST,2011-12-08
400,ST,2011-12-09
401,ST,2011-12-12
402,ST,2011-12-13
403,ST,2011-12-14
404,ST,2011-12-15
405,ST,2011-12-16
406,ST,2011-12-19
407,ST,2011-12-20
408,ST,2011-12-21
409,ST,2011-12-22
410,ST,2011-12-23
411,ST,2011-12-26
412,ST,2011-12-27
413,ST,2011-12-28
414,ST,2011-12-29
415,ST,2011-12-30
416,ST,2012-01-04
417,ST,2012-01-05
418,ST,2012-01-06
419,ST,2012-01-09
420,ST,2012-01-10
421,ST,2012-01-11
422,ST,2012-01-12
423,ST,2012-01-13
424,ST,2012-01-16
425,ST,2012-01-17
426,ST,2012-01-18
427,ST,2012-01-19
428,ST,2012-01-20
429,ST,2012-01-30
430,ST,2012-01-31
431,ST,2012-02-01
432,ST,2012-02-02
433,ST,2012-02-03
434,ST,2012-02-06
435,ST,2012-02-07
436,ST,2012-02-08
437,ST,2012-02-09
438,ST,2012-02-10
439,ST,2012-02-13
440,ST,2012-02-14
441,ST,2012-02-15
442,ST,2012-02-16
443,ST,2012-02-17
444,ST,2012-02-20
445,ST,2012-02-21
446,ST,2012-02-22
447,ST,2012-02-23
448,ST,2012-02-24
449,ST,2012-02-27
450,ST,2012-02-28
451,ST,2012-02-29
452,ST,2012-03-01
453,ST,2012-03-02
454,ST,2012-03-05
455,ST,2012-03-06
456,ST,2012-03-07
457,ST,2012-03-08
458,ST,2012-03-09
459,ST,2012-03-12
460,ST,2012-03-13
461,ST,2012-03-14
462,ST,2012-03-15
463,ST,2012-03-16
464,ST,2012-03-19
465,ST,2012-03-20
466,ST,2012-03-21
467,ST,2012-03-22
468,ST,2012-03-23
469,ST,2012-03-26
470,ST,2012-03-27
471,ST,2012-03-28
472,ST,2012-03-29
473,ST,2012-03-30
474,ST,2012-04-05
475,ST,2012-04-06
476,ST,2012-04-09
477,ST,2012-04-10
478,ST,2012-04-11
479,ST,2012-04-12
480,ST,2012-04-13
481,ST,2012-04-16
482,ST,2012-04-17
483,ST,2012-04-18
484,ST,2012-04-19
485,ST,2012-04-20
486,ST,2012-04-23
487,ST,2012-04-24
488,ST,2012-04-25
489,ST,2012-04-26
490,ST,2012-04-27
491,ST,2012-05-02
492,ST,2012-05-03
493,ST,2012-05-04
494,ST,2012-05-07
495,ST,2012-05-08
496,ST,2012-05-09
497,ST,2012-05-10
498,ST,2012-05-11
499,ST,2012-05-14
500,ST,2012-05-15
501,ST,2012-05-16
502,ST,2012-05-17
503,ST,2012-05-18
504,ST,2012-05-21
505,ST,2012-05-22
506,ST,2012-05-23
507,ST,2012-05-24
508,ST,2012-05-25
509,ST,2012-05-28
510,ST,2012-05-29
511,ST,2012-05-30
512,ST,2012-05-31
513,ST,2012-06-01
514,ST,2012-06-04
515,ST,2012-06-05
516,ST,2012-06-06
517,ST,2012-06-07
518,ST,2012-06-08
519,ST,2012-06-11
520,ST,2012-06-12
521,ST,2012-06-13
522,ST,2012-06-14
523,ST,2012-06-15
524,ST,2012-06-18
525,ST,2012-06-19
526,ST,2012-06-20
527,ST,2012-06-21
528,ST,2012-06-25
529,ST,2012-06-26
530,ST,2012-06-27
531,ST,2012-06-28
532,ST,2012-06-29
533,ST,2012-07-02
534,ST,2012-07-03
535,ST,2012-07-04
536,ST,2012-07-05
537,ST,2012-07-06
538,ST,2012-07-09
539,ST,2012-07-10
540,ST,2012-07-11
541,ST,2012-07-12
542,ST,2012-07-13
543,ST,2012-07-16
544,ST,2012-07-17
545,ST,2012-07-18
546,ST,2012-07-19
547,ST,2012-07-20
548,ST,2012-07-23
549,ST,2012-07-24
550,ST,2012-07-25
551,ST,2012-07-26
552,ST,2012-07-27
553,ST,2012-07-30
554,ST,2012-07-31
555,ST,2012-08-01
556,ST,2012-08-02
557,ST,2012-08-03
558,ST,2012-08-06
559,ST,2012-08-07
560,ST,2012-08-08
561,ST,2012-08-09
562,ST,2012-08-10
563,ST,2012-08-13
564,ST,2012-08-14
565,ST,2012-08-15
566,ST,2012-08-16
567,ST,2012-08-17
568,ST,2012-08-20
569,ST,2012-08-21
570,ST,2012-08-22
